Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1557612000.0 1.0 103 84 205 NA NA NA NA NA 186 367 299 NA NA NA NA NA 1564 545 968 NA NA NA NA NA 1227 534 1190 NA NA NA NA NA
1557612000.0 10.0 NA 112 457 0 NA NA NA NA NA 367 580 0 NA NA NA NA NA 2612 4041 646 NA NA NA NA NA 3222 4687 1346 NA NA NA NA
1557612000.0 1000.0 NA 394 153 0 44 NA NA NA NA 506 258 0 89 NA NA NA NA 2810 1434 658 283 NA NA NA NA 3884 1337 769 442 NA NA NA
1557612000.0 10001.0 NA 196 461 80 0 NA NA NA NA 487 823 135 0 NA NA NA NA 1486 2519 440 1848 NA NA NA NA 2084 4582 1199 1948 NA NA NA
1557612000.0 10002.0 NA 221 622 92 0 NA NA NA NA 485 831 135 0 NA NA NA NA 1430 2438 390 1898 NA NA NA NA 2638 4189 505 2021 NA NA NA
1557612000.0 10003.0 NA 223 679 94 0 NA NA NA NA 490 829 135 0 NA NA NA NA 1363 2136 358 1725 NA NA NA NA 2285 2149 487 1796 NA NA NA
1557612000.0 10004.0 NA 191 653 90 0 NA NA NA NA 487 821 135 0 NA NA NA NA 1539 2416 418 1888 NA NA NA NA 3527 2474 588 2022 NA NA NA
1557612000.0 10005.0 NA 214 665 92 0 NA NA NA NA 486 829 135 0 NA NA NA NA 1444 2362 409 1928 NA NA NA NA 2806 2749 541 2031 NA NA NA
1557612000.0 10006.0 NA 198 591 93 0 NA NA NA NA 487 823 135 0 NA NA NA NA 1492 2506 396 1831 NA NA NA NA 4117 2798 496 1906 NA NA NA
1557612000.0 10007.0 NA 210 671 104 0 NA NA NA NA 471 816 146 0 NA NA NA NA 1496 2448 402 1983 NA NA NA NA 4768 2769 625 2334 NA NA NA
1557612000.0 10008.0 NA 198 668 95 0 NA NA NA NA 479 814 145 0 NA NA NA NA 1481 2278 391 1852 NA NA NA NA 5393 4425 539 2053 NA NA NA
1557612000.0 10009.0 NA 224 663 95 0 NA NA NA NA 478 826 145 0 NA NA NA NA 1468 2455 426 1892 NA NA NA NA 2913 2798 553 1976 NA NA NA
1557612000.0 1001.0 NA 333 180 0 0 0 0 0 NA 457 232 0 0 0 0 0 NA 2654 602 76 94 259 126 268 NA 1927 796 136 227 322 187 328
1557612000.0 1002.0 NA 420 68 NA NA NA NA NA NA 507 123 NA NA NA NA NA NA 3155 430 NA NA NA NA NA NA 2342 425 NA NA NA NA NA
1557612000.0 10023.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557612000.0 10024.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557612000.0 10024.1 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557612000.0 10024.2 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557612000.0 10024.3 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557612000.0 10024.4 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557612000.0 10024.5 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557612000.0 10024.6 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557612000.0 10025.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557612000.0 10026.0 NA 248 691 101 0 NA NA NA NA 486 825 145 0 NA NA NA NA 1689 2777 418 1903 NA NA NA NA 2460 2685 601 2058 NA NA NA
1557612000.0 1003.0 NA 315 0 NA NA NA NA NA NA 430 0 NA NA NA NA NA NA 2895 448 NA NA NA NA NA NA 2069 564 NA NA NA NA NA
1557612000.0 1004.0 NA 310 160 0 0 0 0 NA NA 398 213 0 0 0 0 NA NA 983 308 66 92 228 228 NA NA 1210 445 117 162 277 291 NA
1557612000.0 10042.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557612000.0 10059.0 NA 226 692 102 0 NA NA NA NA 485 841 145 0 NA NA NA NA 1838 3186 470 1971 NA NA NA NA 3182 2551 1563 2045 NA NA NA
1557612000.0 10071.0 NA 215 676 86 0 NA NA NA NA 487 833 135 0 NA NA NA NA 1556 2503 457 2058 NA NA NA NA 2433 3382 1096 2165 NA NA NA
1557612000.0 101.0 82 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 957 NA NA NA NA NA NA NA 1214 NA NA NA NA NA NA NA
1557612000.0 1010.0 NA 23 73 0 NA NA NA NA NA 73 121 0 NA NA NA NA NA 106 183 98 NA NA NA NA NA 290 324 262 NA NA NA NA
1557612000.0 102.0 82 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 805 NA NA NA NA NA NA NA 1294 NA NA NA NA NA NA NA
1557612000.0 1020.0 NA 37 NA NA NA NA NA NA NA 110 NA NA NA NA NA NA NA 241 NA NA NA NA NA NA NA 609 NA NA NA NA NA NA
1557612000.0 10224.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557612000.0 10225.0 NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557612000.0 103.0 43 0 0 NA NA NA NA NA 91 0 0 NA NA NA NA NA 649 241 1530 NA NA NA NA NA 608 234 2460 NA NA NA NA NA
1557612000.0 1030.0 NA 178 41 0 NA NA NA NA NA 321 85 0 NA NA NA NA NA 11555 293 95 NA NA NA NA NA 4482 400 477 NA NA NA NA
1557612000.0 10424.0 NA 247 680 0 NA NA NA NA NA 486 853 0 NA NA NA NA NA 1577 2614 1926 NA NA NA NA NA 3170 3528 2034 NA NA NA NA
1557612000.0 105.0 99 88 30 NA NA NA NA NA 186 368 66 NA NA NA NA NA 1448 528 118 NA NA NA NA NA 1221 582 238 NA NA NA NA NA
1557612000.0 106.0 43 0 0 NA NA NA NA NA 91 0 0 NA NA NA NA NA 625 365 1357 NA NA NA NA NA 701 1193 1803 NA NA NA NA NA
1557612000.0 107.0 98 92 439 NA NA NA NA NA 183 360 540 NA NA NA NA NA 3659 519 1772 NA NA NA NA NA 2774 447 2194 NA NA NA NA NA
1557612000.0 108.0 108 101 356 NA NA NA NA NA 194 368 542 NA NA NA NA NA 4332 622 2022 NA NA NA NA NA 2443 438 2507 NA NA NA NA NA
1557612000.0 10823.0 68 202 662 93 0 NA NA NA 125 479 831 135 0 NA NA NA 1610 1547 2293 356 1884 NA NA NA 2400 3441 2544 509 1962 NA NA NA
1557612000.0 10824.0 76 222 688 96 0 NA NA NA 136 479 849 147 0 NA NA NA 4551 1716 2677 426 1961 NA NA NA 2339 2022 2488 523 2086 NA NA NA
1557612000.0 10825.0 71 204 680 94 0 NA NA NA 130 480 835 135 0 NA NA NA 3218 1632 2472 385 1928 NA NA NA 1727 1851 2347 471 2025 NA NA NA
1557612000.0 10826.0 79 219 659 102 0 NA NA NA 141 481 852 147 0 NA NA NA 6427 1802 3037 438 1933 NA NA NA 3199 3070 2929 587 2198 NA NA NA
1557612000.0 10842.0 59 198 657 101 0 NA NA NA 111 472 822 146 0 NA NA NA 1187 1313 2036 387 1798 NA NA NA 1161 2300 2107 593 2433 NA NA NA
1557612000.0 109.0 105 92 442 NA NA NA NA NA 191 368 543 NA NA NA NA NA 4830 608 1836 NA NA NA NA NA 3501 633 1962 NA NA NA NA NA
1557612000.0 11.0 NA 103 488 0 68 NA NA NA NA 368 589 0 105 NA NA NA NA 2562 2221 669 279 NA NA NA NA 2380 1987 753 411 NA NA NA
1557612000.0 110.0 59 81 417 NA NA NA NA NA 126 367 540 NA NA NA NA NA 1050 553 2255 NA NA NA NA NA 1058 1389 5825 NA NA NA NA NA
1557612000.0 1102.0 NA 119 475 140 75 NA NA NA NA 368 584 225 163 NA NA NA NA 3233 4982 1881 471 NA NA NA NA 2488 2898 1038 362 NA NA NA
1557612000.0 111.0 93 91 434 NA NA NA NA NA 185 368 537 NA NA NA NA NA 2456 576 2020 NA NA NA NA NA 2072 1215 2225 NA NA NA NA NA
