Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1558342800.0 27834.0 0 NA NA NA 0 NA NA NA 807 NA NA NA 3940 NA NA NA
1558342800.0 28.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 280.0 0 NA NA NA 0 NA NA NA 677 NA NA NA 2391 NA NA NA
1558342800.0 29.0 NA 62 NA NA NA 142 NA NA NA 1099 NA NA NA 3690 NA NA
1558342800.0 29034.0 0 NA NA NA 0 NA NA NA 818 NA NA NA 5517 NA NA NA
1558342800.0 29434.0 0 NA NA NA 0 NA NA NA 829 NA NA NA 5519 NA NA NA
1558342800.0 300.0 0 NA NA NA 0 NA NA NA 820 NA NA NA 5422 NA NA NA
1558342800.0 301.0 0 NA NA NA 0 NA NA NA 693 NA NA NA 2387 NA NA NA
1558342800.0 302.0 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA NA
1558342800.0 31.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 32.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 33.0 NA 63 NA NA NA 144 NA NA NA 1183 NA NA NA 5238 NA NA
1558342800.0 34.0 0 NA NA NA 0 NA NA NA 690 NA NA NA 2376 NA NA NA
1558342800.0 35.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 36.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 38.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 4.24 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 4.36 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 4.45 NA 45 NA NA NA 105 NA NA NA 1371 NA NA NA 4081 NA NA
1558342800.0 4.52 NA 29 NA NA NA 105 NA NA NA 1362 NA NA NA 3655 NA NA
1558342800.0 4.68 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 4.77 NA 58 NA NA NA 129 NA NA NA 1749 NA NA NA 3873 NA NA
1558342800.0 4000.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 4001.0 NA 66 NA NA NA 149 NA NA NA 1168 NA NA NA 4854 NA NA
1558342800.0 4002.0 NA 60 NA NA NA 141 NA NA NA 1101 NA NA NA 3678 NA NA
1558342800.0 4003.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 4006.0 0 NA NA NA 0 NA NA NA 803 NA NA NA 3810 NA NA NA
1558342800.0 4007.0 0 NA NA NA 0 NA NA NA 819 NA NA NA 5519 NA NA NA
1558342800.0 4008.0 0 NA NA NA 0 NA NA NA 690 NA NA NA 2889 NA NA NA
1558342800.0 44.0 NA 60 NA NA NA 141 NA NA NA 1098 NA NA NA 3670 NA NA
1558342800.0 500200.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 500203.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 50202.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 50205.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 50206.0 NA 62 NA NA NA 145 NA NA NA 1126 NA NA NA 3510 NA NA
1558342800.0 50207.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 50208.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 504.0 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA NA
1558342800.0 506.0 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA NA
1558342800.0 507.0 35 0 NA NA 70 0 NA NA 1324 0 NA NA 4956 0 NA NA
1558342800.0 508.0 0 NA NA NA 0 NA NA NA 940 NA NA NA 5314 NA NA NA
1558342800.0 509.0 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA NA
1558342800.0 531.0 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA NA
1558342800.0 560.0 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA NA
1558342800.0 561.0 0 NA NA NA 0 NA NA NA 958 NA NA NA 4751 NA NA NA
1558342800.0 6.0 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1558342800.0 7.0 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA NA
1558342800.0 7.1 0 NA NA NA 0 NA NA NA 689 NA NA NA 2430 NA NA NA
1558342800.0 7.2 0 NA NA NA 0 NA NA NA 842 NA NA NA 4526 NA NA NA
1558342800.0 7.21 0 NA NA NA 0 NA NA NA 713 NA NA NA 2494 NA NA NA
1558342800.0 7.22 0 NA NA NA 0 NA NA NA 648 NA NA NA 2250 NA NA NA
1558342800.0 7.23 0 NA NA NA 0 NA NA NA 706 NA NA NA 2488 NA NA NA
1558342800.0 7.4 0 NA NA NA 0 NA NA NA 798 NA NA NA 3977 NA NA NA
1558342800.0 8.1 0 NA NA NA 0 NA NA NA 736 NA NA NA 2986 NA NA NA
1558342800.0 8.2 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA NA
