Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2
1558429200.0 136.743 NA 52 NA 128 NA 385 NA 904
1558429200.0 136.744 NA 51 NA 129 NA 376 NA 908
1558429200.0 136.745 NA 51 NA 129 NA 381 NA 904
1558429200.0 136.747 NA 54 NA 131 NA 392 NA 917
1558429200.0 136.748 NA 51 NA 129 NA 398 NA 895
1558429200.0 136.749 NA 52 NA 130 NA 386 NA 913
1558429200.0 136.75 NA 51 NA 128 NA 370 NA 901
1558429200.0 136.754 NA 53 NA 133 NA 389 NA 889
1558429200.0 136.755 NA 52 NA 130 NA 374 NA 908
1558429200.0 136.756 NA 52 NA 130 NA 385 NA 904
1558429200.0 136.757 NA 53 NA 132 NA 391 NA 901
1558429200.0 136.758 NA 52 NA 130 NA 374 NA 909
1558429200.0 136.759 NA 51 NA 127 NA 319 NA 619
1558429200.0 136.762 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.763 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.768 NA 52 NA 130 NA 324 NA 611
1558429200.0 136.769 NA 51 NA 129 NA 362 NA 896
1558429200.0 136.77 NA 50 NA 129 NA 363 NA 898
1558429200.0 136.771 NA 52 NA 130 NA 384 NA 900
1558429200.0 136.772 NA 52 NA 130 NA 369 NA 903
1558429200.0 136.773 NA 52 NA 130 NA 373 NA 908
1558429200.0 136.774 NA 51 NA 129 NA 405 NA 904
1558429200.0 136.775 NA 51 NA 130 NA 383 NA 901
1558429200.0 136.776 NA 51 NA 128 NA 389 NA 907
1558429200.0 136.782 NA 51 NA 129 NA 355 NA 839
1558429200.0 136.783 NA 51 NA 129 NA 380 NA 914
1558429200.0 136.784 NA 50 NA 128 NA 335 NA 617
1558429200.0 136.786 NA 51 NA 127 NA 317 NA 622
1558429200.0 136.787 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.79 NA 50 NA 129 NA 360 NA 875
1558429200.0 136.792 NA 52 NA 131 NA 381 NA 902
1558429200.0 136.793 NA 52 NA 130 NA 414 NA 899
1558429200.0 136.794 NA 53 NA 130 NA 373 NA 918
1558429200.0 136.799 NA 52 NA 130 NA 375 NA 882
1558429200.0 136.801 NA 52 NA 131 NA 382 NA 913
1558429200.0 136.803 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.806 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.81 NA 53 NA 131 NA 388 NA 912
1558429200.0 136.811 NA 52 NA 129 NA 370 NA 892
1558429200.0 136.812 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.813 NA 73 NA 149 NA 2812 NA 7180
1558429200.0 136.814 NA 53 NA 131 NA 414 NA 910
1558429200.0 136.815 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.816 NA 55 NA 133 NA 398 NA 899
1558429200.0 136.819 NA 53 NA 128 NA 405 NA 905
1558429200.0 136.82 NA 55 NA 133 NA 384 NA 915
1558429200.0 136.822 NA 52 NA 128 NA 400 NA 841
1558429200.0 136.823 NA 52 NA 128 NA 332 NA 688
1558429200.0 136.824 NA 51 NA 128 NA 854 NA 3467
1558429200.0 136.825 NA 50 NA 129 NA 843 NA 3433
1558429200.0 136.827 NA 47 NA 128 NA 965 NA 4195
1558429200.0 136.829 NA 51 NA 128 NA 847 NA 3444
1558429200.0 136.836 NA 50 NA 129 NA 854 NA 3450
1558429200.0 136.839 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.8391 NA 82 NA 163 NA 1382 NA 5405
1558429200.0 136.841 NA 52 NA 130 NA 338 NA 602
1558429200.0 136.842 NA 50 NA 129 NA 849 NA 3447
1558429200.0 136.846 NA 52 NA 131 NA 385 NA 917
1558429200.0 136.848 NA 50 NA 128 NA 848 NA 3437
1558429200.0 136.849 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.8501 NA 0 NA 0 NA 2528 NA 3064
1558429200.0 136.851 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.852 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.854 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.855 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.8562 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.857 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.858 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.859 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.86 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.861 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.862 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.863 NA 0 NA 0 NA 2601 NA 3113
1558429200.0 136.864 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.8642 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.8643 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.865 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.866 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.867 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.868 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.871 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.872 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.873 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.874 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.875 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.876 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.879 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.88 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.881 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.883 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.884 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.885 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.886 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.887 NA 0 NA 0 NA 2552 NA 3170
1558429200.0 136.888 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.889 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.89 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.891 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.892 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.893 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.895 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.896 NA 0 NA 0 NA 0 NA 0
1558429200.0 136.898 NA 0 NA 0 NA 0 NA 0
1558429200.0 1361.0 0 NA 0 NA 1952 NA 4298 NA
1558429200.0 1361.17 0 NA 0 NA 2114 NA 4906 NA
1558429200.0 1361.18 0 NA 0 NA 2107 NA 4911 NA
1558429200.0 1362.17 0 NA 0 NA 2121 NA 4906 NA
1558429200.0 1362.18 0 NA 0 NA 1975 NA 4313 NA
1558429200.0 1363.0 0 NA 0 NA 2083 NA 4910 NA
1558429200.0 1363.17 0 NA 0 NA 1994 NA 4298 NA
1558429200.0 1363.18 0 NA 0 NA 1973 NA 4296 NA
1558429200.0 1366.0 NA 0 NA 0 NA 0 NA 0
1558429200.0 137.8 NA 0 NA 0 NA 2550 NA 3107
1558429200.0 139901.0 NA 0 NA 0 NA 0 NA 0
1558429200.0 139902.0 NA 0 NA 0 NA 0 NA 0
1558429200.0 140.56 NA 0 NA 0 NA 0 NA 0
1558429200.0 145.0 0 NA 0 NA 725 NA 3594 NA
1558429200.0 149.0 0 NA 0 NA 768 NA 3454 NA
1558429200.0 15.0 NA 0 NA 0 NA 0 NA 0
1558429200.0 150.0 0 NA 0 NA 732 NA 3466 NA
1558429200.0 158.0 0 NA 0 NA 756 NA 3445 NA
1558429200.0 16.0 NA 0 NA 0 NA 0 NA 0
1558429200.0 18.0 NA 0 NA 0 NA 0 NA 0
1558429200.0 2.0 0 NA 0 NA 773 NA 3299 NA
1558429200.0 20.0 NA 0 NA 0 NA 0 NA 0
1558429200.0 202.0 NA 0 NA 0 NA 0 NA 0
1558429200.0 20234.99 NA 0 NA 0 NA 662 NA 3251
1558429200.0 203.0 NA 0 NA 0 NA 0 NA 0
1558429200.0 204.0 0 NA 0 NA 733 NA 3529 NA
1558429200.0 21234.0 0 NA 0 NA 353 NA 921 NA
1558429200.0 21234.11 0 NA 0 NA 347 NA 896 NA
1558429200.0 22.0 NA 0 NA 0 NA 0 NA 0
1558429200.0 22434.0 0 NA 0 NA 335 NA 909 NA
1558429200.0 23.0 NA 60 NA 141 NA 1229 NA 5042
1558429200.0 24034.0 0 NA 0 NA 369 NA 921 NA
1558429200.0 250199.17 0 NA 0 NA 0 NA 0 NA
1558429200.0 250199.18 0 NA 0 NA 982 NA 4025 NA
1558429200.0 250200.117 0 NA 0 NA 748 NA 3466 NA
1558429200.0 250200.18 NA 0 NA 0 NA 0 NA 0
1558429200.0 250203.0 NA 67 NA 150 NA 553 NA 842
1558429200.0 250204.0 NA 68 NA 150 NA 496 NA 813
1558429200.0 250205.0 NA 68 NA 150 NA 472 NA 812
1558429200.0 250205.18 NA 0 NA 0 NA 0 NA 0
1558429200.0 250206.0 NA 68 NA 150 NA 472 NA 813
1558429200.0 250207.0 NA 67 NA 150 NA 477 NA 827
1558429200.0 250207.17 NA 82 NA 168 NA 584 NA 831
1558429200.0 250207.18 NA 0 NA 0 NA 0 NA 0
1558429200.0 250208.17 NA 89 NA 169 NA 593 NA 860
1558429200.0 25206.0 NA 0 NA 0 NA 0 NA 0
1558429200.0 25208.0 NA 71 NA 153 NA 1270 NA 5045
1558429200.0 25211.0 0 NA 0 NA 2085 NA 4911 NA
1558429200.0 25211.17 0 NA 0 NA 1992 NA 4299 NA
1558429200.0 25211.18 0 NA 0 NA 2107 NA 4906 NA
1558429200.0 25212.0 0 NA 0 NA 1953 NA 4301 NA
1558429200.0 25212.17 0 NA 0 NA 2119 NA 4910 NA
1558429200.0 25213.18 0 NA 0 NA 1971 NA 4296 NA
1558429200.0 25403.18 0 NA 0 NA 1728 NA 2540 NA
1558429200.0 25407.18 0 NA 0 NA 0 NA 0 NA
1558429200.0 29.0 NA 62 NA 145 NA 1266 NA 5040
1558429200.0 300.0 0 NA 0 NA 734 NA 3340 NA
1558429200.0 302.0 0 NA 0 NA 742 NA 3396 NA
1558429200.0 4.41 NA 31 NA 106 NA 1435 NA 4334
1558429200.0 4.44 NA 30 NA 105 NA 1399 NA 4260
1558429200.0 4.54 NA 28 NA 104 NA 1417 NA 4321
1558429200.0 4.55 NA 30 NA 106 NA 1487 NA 4288
1558429200.0 4.64 NA 30 NA 105 NA 1431 NA 4378
1558429200.0 4.71 NA 30 NA 105 NA 1408 NA 4219
1558429200.0 4.75 NA 30 NA 106 NA 1536 NA 4450
1558429200.0 4002.0 NA 0 NA 0 NA 0 NA 0
1558429200.0 4007.0 0 NA 0 NA 715 NA 3526 NA
1558429200.0 4008.0 0 NA 0 NA 771 NA 3298 NA
1558429200.0 44.0 NA 63 NA 145 NA 1254 NA 5042
1558429200.0 5.2 0 NA 0 NA 0 NA 0 NA
1558429200.0 500199.0 0 NA 0 NA 0 NA 0 NA
1558429200.0 500200.1 0 NA 0 NA 713 NA 3466 NA
1558429200.0 506.0 0 NA 0 NA 0 NA 0 NA
1558429200.0 507.0 0 NA 0 NA 0 NA 0 NA
1558429200.0 510.0 0 NA 0 NA 0 NA 0 NA
1558429200.0 524.0 0 NA 0 NA 378 NA 888 NA
1558429200.0 530.0 0 NA 0 NA 363 NA 818 NA
1558429200.0 541.0 0 NA 0 NA 0 NA 0 NA
1558429200.0 554.0 0 NA 0 NA 355 NA 820 NA
1558429200.0 7.2 0 NA 0 NA 0 NA 0 NA
1558429200.0 7.23 0 NA 0 NA 0 NA 0 NA
1558429200.0 7.4 0 NA 0 NA 786 NA 3282 NA
1558429200.0 8.1 0 NA 0 NA 0 NA 0 NA
