Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1558170000.0 1.0 62 85 189 NA NA 116 119 230 NA NA 1896 497 1446 NA NA 2189 539 1504 NA NA
1558170000.0 10.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 1000.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 10001.0 NA 110 332 0 77 NA 191 377 0 111 NA 2230 8773 4650 1049 NA 5557 10180 4734 1178
1558170000.0 10003.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 10004.0 NA 110 328 0 74 NA 191 377 0 111 NA 2226 8700 4696 1025 NA 5523 10008 4788 1191
1558170000.0 10005.0 NA 114 315 NA NA NA 191 373 NA NA NA 2222 8321 NA NA NA 5450 9716 NA NA
1558170000.0 10007.0 NA 118 331 0 75 NA 193 378 0 111 NA 2360 8939 4699 1012 NA 5500 10202 4786 1124
1558170000.0 10009.0 NA 87 NA NA NA NA 169 NA NA NA NA 1365 NA NA NA NA 4261 NA NA NA
1558170000.0 1001.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 1001.2 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 1002.0 NA 269 74 NA NA NA 357 114 NA NA NA 14834 1797 NA NA NA 16713 1837 NA NA
1558170000.0 10023.0 NA 115 311 NA NA NA 194 370 NA NA NA 2322 8297 NA NA NA 5600 9694 NA NA
1558170000.0 10024.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 10024.1 NA 89 NA NA NA NA 169 NA NA NA NA 1257 NA NA NA NA 2763 NA NA NA
1558170000.0 10024.3 NA 90 NA NA NA NA 170 NA NA NA NA 1316 NA NA NA NA 3454 NA NA NA
1558170000.0 10024.4 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 10024.5 NA 127 101 0 NA NA 197 122 0 NA NA 907 647 188 NA NA 1025 703 209 NA
1558170000.0 10025.0 NA 88 NA NA NA NA 169 NA NA NA NA 1388 NA NA NA NA 4261 NA NA NA
1558170000.0 10026.0 NA 117 338 0 75 NA 197 387 0 112 NA 3052 11571 4600 1037 NA 8440 12976 4677 1173
1558170000.0 1004.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 10042.0 NA 88 NA NA NA NA 169 NA NA NA NA 1410 NA NA NA NA 4259 NA NA NA
1558170000.0 10059.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 10071.0 NA 120 345 0 91 NA 198 386 0 112 NA 867 2869 1595 374 NA 951 2949 1616 421
1558170000.0 101.0 95 NA NA NA NA 145 NA NA NA NA 1399 NA NA NA NA 1454 NA NA NA NA
1558170000.0 1010.0 NA 26 40 0 NA NA 102 75 0 NA NA 247 219 183 NA NA 713 625 298 NA
1558170000.0 102.0 91 NA NA NA NA 145 NA NA NA NA 1389 NA NA NA NA 1457 NA NA NA NA
1558170000.0 1020.0 NA 40 27 0 40 NA 113 61 0 115 NA 476 182 97 382 NA 846 271 120 480
1558170000.0 10225.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 103.0 0 NA NA NA NA 0 NA NA NA NA 695 NA NA NA NA 3120 NA NA NA NA
1558170000.0 1030.0 NA 116 NA NA NA NA 199 NA NA NA NA 2880 NA NA NA NA 8505 NA NA NA
1558170000.0 1040.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 1040.1 NA 66 37 0 NA NA 145 62 0 NA NA 579 233 195 NA NA 1469 330 267 NA
1558170000.0 105.0 61 89 43 NA NA 116 123 64 NA NA 2515 564 148 NA NA 4643 602 168 NA NA
1558170000.0 106.0 0 NA NA NA NA 0 NA NA NA NA 697 NA NA NA NA 3465 NA NA NA NA
1558170000.0 107.0 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA
1558170000.0 10801.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 10802.0 NA 203 0 NA NA NA 290 0 NA NA NA 8626 0 NA NA NA 17108 0 NA NA
1558170000.0 10803.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1558170000.0 10804.0 NA 198 0 NA NA NA 284 0 NA NA NA 8272 0 NA NA NA 14040 0 NA NA
1558170000.0 10805.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
