Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1557954000.0 10001.0 NA 113 329 0 75 NA NA 192 378 0 112 NA NA 2147 8009 4781 1096 NA NA 3654 8434 4884 1404 NA
1557954000.0 10002.0 NA 120 330 0 78 NA NA 192 378 0 112 NA NA 2124 8224 4876 1170 NA NA 4357 8734 5013 1366 NA
1557954000.0 10003.0 NA 114 335 0 75 NA NA 193 381 0 112 NA NA 2222 7853 5078 1280 NA NA 3691 8191 6459 3303 NA
1557954000.0 10004.0 NA 115 326 0 90 NA NA 192 378 0 112 NA NA 2156 7819 4679 1074 NA NA 4011 8169 4778 1247 NA
1557954000.0 10005.0 NA 112 331 0 81 NA NA 192 378 0 112 NA NA 2189 7925 4793 1108 NA NA 4476 8683 4879 1291 NA
1557954000.0 10006.0 NA 117 321 0 75 NA NA 192 374 0 111 NA NA 2100 8347 4952 1139 NA NA 3631 9939 5128 1294 NA
1557954000.0 10007.0 NA 119 326 0 76 NA NA 194 379 0 112 NA NA 2268 8083 4880 1136 NA NA 3786 8493 4971 1347 NA
1557954000.0 10008.0 NA 119 330 0 76 NA NA 194 379 0 112 NA NA 2314 7797 5241 1312 NA NA 3769 8090 7103 3110 NA
1557954000.0 10009.0 NA 118 323 0 76 NA NA 194 379 0 112 NA NA 2247 7869 5357 1296 NA NA 3941 8437 8748 4010 NA
1557954000.0 1002.0 NA 271 74 NA NA NA NA 358 115 NA NA NA NA 13684 2040 NA NA NA NA 14323 3099 NA NA NA
1557954000.0 10023.0 NA 116 325 0 80 NA NA 195 377 0 111 NA NA 2184 8332 4894 1114 NA NA 4242 8985 5002 1271 NA
1557954000.0 10024.1 NA 124 180 0 NA NA NA 198 218 0 NA NA NA 2741 3816 1630 NA NA NA 4516 4621 2123 NA NA
1557954000.0 10024.2 NA 119 338 0 NA NA NA 197 385 0 NA NA NA 2736 9158 5327 NA NA NA 4769 9748 8206 NA NA
1557954000.0 10024.3 NA 122 175 0 NA NA NA 197 209 0 NA NA NA 2737 3824 1490 NA NA NA 4096 5186 1654 NA NA
1557954000.0 10024.4 NA 123 331 0 NA NA NA 198 383 0 NA NA NA 2762 9202 5239 NA NA NA 4275 10027 7534 NA NA
1557954000.0 10025.0 NA 122 329 0 76 NA NA 196 381 0 112 NA NA 2459 8023 5127 1303 NA NA 4596 8426 6550 3326 NA
1557954000.0 1003.0 NA 236 0 NA NA NA NA 323 0 NA NA NA NA 16220 2711 NA NA NA NA 21255 3091 NA NA NA
1557954000.0 10042.0 NA 117 338 0 77 NA NA 196 382 0 113 NA NA 2518 8264 5309 1319 NA NA 4189 8607 7407 3084 NA
1557954000.0 10059.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1557954000.0 10071.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1557954000.0 10224.0 NA 92 NA NA NA NA NA 173 NA NA NA NA NA 1311 NA NA NA NA NA 2757 NA NA NA NA
1557954000.0 10225.0 NA 91 NA NA NA NA NA 174 NA NA NA NA NA 1310 NA NA NA NA NA 2759 NA NA NA NA
1557954000.0 10424.0 NA 115 328 0 NA NA NA 193 383 0 NA NA NA 2565 8867 5444 NA NA NA 5024 9691 7786 NA NA
1557954000.0 108.0 63 86 273 NA NA NA 119 124 316 NA NA NA 15362 1960 7952 NA NA NA 21130 3469 8381 NA NA NA
1557954000.0 10803.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1557954000.0 10804.0 NA 198 349 0 98 179 NA 285 406 0 119 239 NA 8053 9278 8833 1994 2746 NA 11783 9708 8940 2169 2964
1557954000.0 10807.0 NA 207 357 0 97 179 NA 286 407 0 130 238 NA 8630 9718 8877 2110 2749 NA 12636 10155 8965 2319 2934
1557954000.0 10823.0 NA 203 352 0 88 177 NA 286 405 0 119 235 NA 8027 9222 8926 1977 2671 NA 11802 9595 9052 2168 2832
1557954000.0 10824.5 NA 220 107 0 NA NA NA 308 143 0 NA NA NA 9183 3039 662 NA NA NA 10621 3932 749 NA NA
1557954000.0 10824.8 NA 221 365 0 112 189 NA 307 425 0 133 242 NA 9432 12020 9380 2290 3004 NA 13582 18586 9920 2575 3577
1557954000.0 10826.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1557954000.0 10842.7 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1557954000.0 10871.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1557954000.0 109.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1557954000.0 11024.0 NA 299 465 0 190 NA NA 397 559 0 242 NA NA 28198 27518 8926 2578 NA NA 33287 28943 9330 3282 NA
1557954000.0 11024.3 NA 297 464 0 188 NA NA 395 559 0 242 NA NA 27374 27184 8906 2627 NA NA 32620 28750 9070 3048 NA
1557954000.0 111.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
