Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1558386000.0 250206.17 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1558386000.0 250206.18 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1558386000.0 250207.0 NA 66 NA NA 150 NA NA 732 NA NA 2021 NA
1558386000.0 250207.17 NA 83 NA NA 169 NA NA 869 NA NA 2135 NA
1558386000.0 250208.17 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1558386000.0 250208.18 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1558386000.0 250399.0 0 NA NA 0 NA NA 1393 NA NA 3749 NA NA
1558386000.0 25206.0 NA 68 NA NA 150 NA NA 912 NA NA 1917 NA
1558386000.0 25208.0 NA 75 NA NA 156 NA NA 1080 NA NA 2907 NA
1558386000.0 25211.18 0 NA NA 0 NA NA 773 NA NA 2518 NA NA
1558386000.0 25403.17 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1558386000.0 25403.18 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1558386000.0 25405.17 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1558386000.0 25407.17 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1558386000.0 25407.18 0 NA NA 0 NA NA 3745 NA NA 8864 NA NA
1558386000.0 25408.18 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1558386000.0 27834.0 0 NA NA 0 NA NA 493 NA NA 1923 NA NA
1558386000.0 29.0 NA 60 NA NA 140 NA NA 889 NA NA 1909 NA
1558386000.0 29034.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1558386000.0 29434.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1558386000.0 300.0 0 NA NA 0 NA NA 671 NA NA 2103 NA NA
1558386000.0 302.0 0 NA NA 0 NA NA 676 NA NA 2101 NA NA
1558386000.0 34.0 0 NA NA 0 NA NA 679 NA NA 2174 NA NA
1558386000.0 4.42 NA 42 NA NA 106 NA NA 1240 NA NA 1856 NA
1558386000.0 4.53 NA 42 NA NA 105 NA NA 1269 NA NA 1998 NA
1558386000.0 4.63 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1558386000.0 4.68 NA 53 NA NA 120 NA NA 1381 NA NA 2134 NA
1558386000.0 4.75 NA 41 NA NA 106 NA NA 1367 NA NA 2126 NA
1558386000.0 4.77 NA 0 NA NA 0 NA NA 0 NA NA 0 NA
1558386000.0 4002.0 NA 61 NA NA 141 NA NA 894 NA NA 1889 NA
1558386000.0 4008.0 0 NA NA 0 NA NA 661 NA NA 2013 NA NA
1558386000.0 500199.0 0 NA NA 0 NA NA 703 NA NA 1916 NA NA
1558386000.0 500200.1 0 NA NA 0 NA NA 709 NA NA 2352 NA NA
1558386000.0 500203.0 NA 62 NA NA 143 NA NA 714 NA NA 2015 NA
1558386000.0 500206.0 NA 60 NA NA 143 NA NA 716 NA NA 2068 NA
1558386000.0 504.0 37 0 NA 71 0 NA 952 0 NA 2213 0 NA
1558386000.0 507.0 38 0 NA 71 0 NA 1164 683 NA 2820 1751 NA
1558386000.0 509.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1558386000.0 531.0 99 0 NA 180 0 NA 809 671 NA 2086 1333 NA
1558386000.0 541.0 46 NA NA 81 NA NA 971 NA NA 2319 NA NA
1558386000.0 545.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA
1558386000.0 7.0 0 NA NA 0 NA NA 551 NA NA 1489 NA NA
1558386000.0 7.2 0 NA NA 0 NA NA 680 NA NA 2860 NA NA
1558386000.0 7.21 0 NA NA 0 NA NA 659 NA NA 2404 NA NA
