Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1557997200.0 1.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 704 NA NA NA NA NA NA 2627 NA NA NA NA NA NA
1557997200.0 1000.0 NA 285 175 0 65 NA NA NA 369 263 0 87 NA NA NA 4810 2450 1143 480 NA NA NA 4924 2598 1167 511 NA NA
1557997200.0 10001.0 NA 118 329 0 75 NA NA NA 192 378 0 112 NA NA NA 683 2551 1577 366 NA NA NA 753 2631 1602 411 NA NA
1557997200.0 10002.0 NA 115 328 0 90 NA NA NA 192 378 0 112 NA NA NA 688 2524 1570 363 NA NA NA 760 2600 1599 410 NA NA
1557997200.0 10003.0 NA 122 335 0 89 NA NA NA 193 381 0 112 NA NA NA 696 2517 1556 361 NA NA NA 811 2609 1586 409 NA NA
1557997200.0 10004.0 NA 114 326 0 80 NA NA NA 192 378 0 112 NA NA NA 670 2423 1587 361 NA NA NA 751 2503 1619 407 NA NA
1557997200.0 10005.0 NA 118 331 0 91 NA NA NA 192 378 0 112 NA NA NA 686 2515 1567 364 NA NA NA 772 2590 1603 404 NA NA
1557997200.0 10006.0 NA 118 321 0 90 NA NA NA 192 374 0 111 NA NA NA 688 2495 1580 358 NA NA NA 759 2591 1608 398 NA NA
1557997200.0 10007.0 NA 120 329 0 91 NA NA NA 194 379 0 112 NA NA NA 707 2563 1584 356 NA NA NA 781 2647 1618 407 NA NA
1557997200.0 10008.0 NA 120 330 0 91 NA NA NA 194 379 0 112 NA NA NA 721 2514 1575 359 NA NA NA 796 2587 1600 403 NA NA
1557997200.0 10009.0 NA 118 334 0 91 NA NA NA 194 379 0 112 NA NA NA 730 2578 1554 357 NA NA NA 813 3207 1577 397 NA NA
1557997200.0 1001.2 NA 317 137 0 NA NA NA NA 401 165 0 NA NA NA NA 25966 3791 164 NA NA NA NA 26136 3857 215 NA NA NA
1557997200.0 1002.0 NA 270 86 NA NA NA NA NA 358 115 NA NA NA NA NA 4652 809 NA NA NA NA NA 5488 834 NA NA NA NA
1557997200.0 10023.0 NA 116 325 0 90 NA NA NA 195 377 0 111 NA NA NA 719 2523 1626 357 NA NA NA 788 2691 1656 396 NA NA
1557997200.0 10024.0 NA 120 330 0 77 NA NA NA 197 387 0 113 NA NA NA 974 2885 1604 390 NA NA NA 1135 3076 1632 440 NA NA
1557997200.0 10024.1 NA 122 179 0 NA NA NA NA 197 218 0 NA NA NA NA 890 1151 528 NA NA NA NA 967 1250 550 NA NA NA
1557997200.0 10024.2 NA 127 331 0 NA NA NA NA 198 385 0 NA NA NA NA 922 2887 1571 NA NA NA NA 1021 2961 1599 NA NA NA
1557997200.0 10024.3 NA 123 179 0 NA NA NA NA 198 209 0 NA NA NA NA 894 1165 471 NA NA NA NA 956 1258 491 NA NA NA
1557997200.0 10024.4 NA 123 327 0 NA NA NA NA 198 383 0 NA NA NA NA 899 2882 1544 NA NA NA NA 964 2956 1569 NA NA NA
1557997200.0 10025.0 NA 125 334 0 75 NA NA NA 196 381 0 112 NA NA NA 816 2606 1582 372 NA NA NA 919 3020 1607 428 NA NA
1557997200.0 10026.0 NA 123 335 0 86 NA NA NA 198 388 0 113 NA NA NA 938 3236 1598 395 NA NA NA 1073 3443 1632 437 NA NA
