Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1558216800.0 1356.0 80 139 345 0 131 NA 167 593 549 0 225 NA 2649 536 2141 667 940 NA 1992 1189 2354 1047 1804 NA
1558216800.0 136.733 NA 190 66 0 NA NA NA 303 130 0 NA NA NA 1123 432 317 NA NA NA 1171 495 417 NA NA
1558216800.0 136.749 NA 84 373 0 NA NA NA 157 521 0 NA NA NA 793 12541 803 NA NA NA 1250 5394 987 NA NA
1558216800.0 136.752 NA 89 374 0 NA NA NA 167 544 0 NA NA NA 628 11633 772 NA NA NA 530 4458 923 NA NA
1558216800.0 136.761 NA 100 417 0 NA NA NA 160 624 0 NA NA NA 552 18800 806 NA NA NA 352 6570 1017 NA NA
1558216800.0 136.7611 NA 179 0 NA NA NA NA 297 0 NA NA NA NA 5685 146 NA NA NA NA 5961 474 NA NA NA
1558216800.0 136.762 NA 87 402 0 NA NA NA 169 652 0 NA NA NA 695 21770 954 NA NA NA 922 7563 1178 NA NA
1558216800.0 136.768 NA 84 373 0 NA NA NA 163 558 0 NA NA NA 775 15050 856 NA NA NA 1123 5598 1113 NA NA
1558216800.0 136.7721 NA 174 0 NA NA NA NA 291 0 NA NA NA NA 5390 145 NA NA NA NA 6387 350 NA NA NA
1558216800.0 136.7801 NA 122 0 NA NA NA NA 181 0 NA NA NA NA 372 228 NA NA NA NA 986 295 NA NA NA
1558216800.0 136.7802 NA 91 0 NA NA NA NA 136 0 NA NA NA NA 261 149 NA NA NA NA 592 293 NA NA NA
1558216800.0 136.7803 NA 116 0 NA NA NA NA 183 0 NA NA NA NA 701 214 NA NA NA NA 1098 323 NA NA NA
1558216800.0 136.7952 NA 157 0 NA NA NA NA 263 0 NA NA NA NA 1736 147 NA NA NA NA 1503 347 NA NA NA
1558216800.0 136.83 NA 107 428 0 NA NA NA 184 757 0 NA NA NA 818 20761 1270 NA NA NA 1027 7378 1529 NA NA
1558216800.0 136.831 NA 107 455 0 NA NA NA 182 749 0 NA NA NA 661 22236 1273 NA NA NA 1020 8305 1586 NA NA
1558216800.0 136.8311 NA 178 0 NA NA NA NA 277 0 NA NA NA NA 2703 163 NA NA NA NA 2088 501 NA NA NA
1558216800.0 136.832 NA 115 487 0 NA NA NA 176 827 0 NA NA NA 561 22991 1165 NA NA NA 494 7542 1446 NA NA
1558216800.0 136.836 NA 113 527 0 NA NA NA 181 800 0 NA NA NA 727 20437 1187 NA NA NA 594 6878 1527 NA NA
1558216800.0 136.847 NA 107 439 0 NA NA NA 185 738 0 NA NA NA 850 20304 1309 NA NA NA 855 7772 1623 NA NA
1558216800.0 136.8521 NA 166 0 NA NA NA NA 271 0 NA NA NA NA 2113 162 NA NA NA NA 1682 361 NA NA NA
