Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1558299600.0 101.0 88 NA NA NA NA 161 NA NA NA NA 944 NA NA NA NA 2443 NA NA NA NA
1558299600.0 1010.0 NA 31 39 0 NA NA 88 99 0 NA NA 164 240 166 NA NA 1007 785 544 NA
1558299600.0 102.0 94 NA NA NA NA 161 NA NA NA NA 829 NA NA NA NA 1567 NA NA NA NA
1558299600.0 1020.0 NA 65 22 0 71 NA 138 72 0 144 NA 267 138 103 306 NA 1003 825 465 841
1558299600.0 1040.1 NA 83 31 0 NA NA 149 76 0 NA NA 585 179 144 NA NA 2390 668 390 NA
1558299600.0 106.0 47 0 0 NA NA 107 0 0 NA NA 966 255 1788 NA NA 1545 575 2593 NA NA
1558299600.0 124.2 300 NA NA NA NA 683 NA NA NA NA 1230 NA NA NA NA 2598 NA NA NA NA
1558299600.0 1302.17 72 157 210 NA NA 149 545 391 NA NA 3736 755 1770 NA NA 2381 1200 2500 NA NA
1558299600.0 1325.5 NA 165 0 NA NA NA 274 0 NA NA NA 5337 184 NA NA NA 7131 746 NA NA
1558299600.0 1325.51 NA 157 0 NA NA NA 241 0 NA NA NA 2118 168 NA NA NA 2595 335 NA NA
1558299600.0 1325.6 NA 193 NA NA NA NA 326 NA NA NA NA 5343 NA NA NA NA 6279 NA NA NA
1558299600.0 1325.8 NA 194 0 NA NA NA 317 0 NA NA NA 4713 169 NA NA NA 4083 949 NA NA
1558299600.0 1329.1 NA 184 0 NA NA NA 296 0 NA NA NA 6531 183 NA NA NA 7681 1102 NA NA
1558299600.0 134.705 NA 39 330 0 NA NA 108 486 0 NA NA 315 7250 839 NA NA 728 5932 1322 NA
1558299600.0 134.804 NA 43 337 0 NA NA 108 488 0 NA NA 333 7810 764 NA NA 748 5461 969 NA
1558299600.0 135.8 150 NA NA NA NA 271 NA NA NA NA 485 NA NA NA NA 1089 NA NA NA NA
1558299600.0 136.743 NA 91 361 0 NA NA 160 544 0 NA NA 732 12100 1045 NA NA 1129 7619 1707 NA
1558299600.0 136.7611 NA 173 0 NA NA NA 293 0 NA NA NA 5961 200 NA NA NA 9329 989 NA NA
1558299600.0 136.7721 NA 166 0 NA NA NA 267 0 NA NA NA 5670 197 NA NA NA 9468 909 NA NA
1558299600.0 136.7722 NA 178 0 NA NA NA 277 0 NA NA NA 6277 170 NA NA NA 7203 871 NA NA
1558299600.0 136.776 NA 80 351 0 NA NA 159 519 0 NA NA 713 10661 1072 NA NA 1972 5810 1685 NA
1558299600.0 136.7801 NA 105 0 NA NA NA 183 0 NA NA NA 448 295 NA NA NA 1070 856 NA NA
1558299600.0 136.7802 NA 72 0 NA NA NA 134 0 NA NA NA 338 193 NA NA NA 1025 537 NA NA
1558299600.0 136.8311 NA 168 0 NA NA NA 282 0 NA NA NA 2659 182 NA NA NA 4088 598 NA NA
1558299600.0 136.845 NA 116 409 0 NA NA 184 729 0 NA NA 795 13609 1385 NA NA 1186 6694 1606 NA
1558299600.0 2017.8 187 NA NA NA NA 311 NA NA NA NA 609 NA NA NA NA 1955 NA NA NA NA
1558299600.0 2018.8 195 NA NA NA NA 313 NA NA NA NA 530 NA NA NA NA 1541 NA NA NA NA
1558299600.0 24.0 NA 120 296 0 NA NA 587 454 0 NA NA 2567 4376 696 NA NA 2068 4238 1306 NA
1558299600.0 4.22 NA 147 64 63 0 NA 248 125 141 0 NA 1265 1012 480 290 NA 1769 1344 580 446
1558299600.0 4.27 NA 67 299 0 NA NA 127 425 0 NA NA 379 4237 933 NA NA 1606 4572 1272 NA
1558299600.0 4.53 NA 32 314 0 NA NA 96 470 0 NA NA 307 6953 772 NA NA 544 7130 1200 NA
1558299600.0 4.61 NA 35 321 0 NA NA 98 483 0 NA NA 300 6879 750 NA NA 373 6245 1372 NA
1558299600.0 5.3 223 0 NA NA NA 700 0 NA NA NA 1210 327 NA NA NA 3196 883 NA NA NA
1558299600.0 503.0 37 0 NA NA NA 86 0 NA NA NA 243 166 NA NA NA 1454 465 NA NA NA
1558299600.0 504.0 37 0 NA NA NA 87 0 NA NA NA 229 175 NA NA NA 748 668 NA NA NA
1558299600.0 505.0 37 0 NA NA NA 87 0 NA NA NA 218 170 NA NA NA 599 588 NA NA NA
1558299600.0 506.0 42 0 NA NA NA 87 0 NA NA NA 244 172 NA NA NA 1964 660 NA NA NA
1558299600.0 507.0 35 0 NA NA NA 85 0 NA NA NA 244 167 NA NA NA 745 504 NA NA NA
1558299600.0 508.0 42 0 NA NA NA 86 0 NA NA NA 219 157 NA NA NA 930 448 NA NA NA
1558299600.0 509.0 39 0 NA NA NA 85 0 NA NA NA 234 179 NA NA NA 1965 663 NA NA NA
1558299600.0 510.0 42 0 NA NA NA 87 0 NA NA NA 281 182 NA NA NA 667 787 NA NA NA
1558299600.0 511.0 42 0 NA NA NA 93 0 NA NA NA 10123 171 NA NA NA 13291 571 NA NA NA
1558299600.0 514.0 19 43 0 NA NA 68 94 0 NA NA 389 224 162 NA NA 2304 681 499 NA NA
1558299600.0 517.0 19 38 0 NA NA 64 94 0 NA NA 924 254 179 NA NA 2161 914 773 NA NA
1558299600.0 520.0 19 41 0 NA NA 64 93 0 NA NA 915 294 168 NA NA 1967 2401 490 NA NA
1558299600.0 523.0 23 53 0 NA NA 64 109 0 NA NA 1045 280 164 NA NA 2105 1020 446 NA NA
1558299600.0 524.0 19 46 0 NA NA 64 94 0 NA NA 883 226 159 NA NA 1890 929 500 NA NA
1558299600.0 527.0 27 43 0 NA NA 64 94 0 NA NA 988 222 167 NA NA 3041 734 558 NA NA
1558299600.0 530.0 19 44 0 NA NA 64 94 0 NA NA 897 222 167 NA NA 1865 769 505 NA NA
1558299600.0 531.0 52 0 NA NA NA 196 0 NA NA NA 228 168 NA NA NA 839 510 NA NA NA
1558299600.0 534.0 41 0 NA NA NA 105 0 NA NA NA 317 174 NA NA NA 3106 568 NA NA NA
1558299600.0 535.0 100 0 NA NA NA 187 0 NA NA NA 3748 149 NA NA NA 2887 325 NA NA NA
1558299600.0 541.0 49 0 NA NA NA 103 0 NA NA NA 241 174 NA NA NA 795 832 NA NA NA
1558299600.0 545.0 47 0 NA NA NA 97 0 NA NA NA 281 169 NA NA NA 1803 583 NA NA NA
1558299600.0 551.0 19 40 0 NA NA 64 92 0 NA NA 1070 260 169 NA NA 2691 795 646 NA NA
1558299600.0 552.0 19 44 0 NA NA 64 93 0 NA NA 885 235 173 NA NA 1822 1055 683 NA NA
1558299600.0 554.0 19 44 0 NA NA 64 93 0 NA NA 1610 195 154 NA NA 2769 378 372 NA NA
1558299600.0 555.0 19 36 0 NA NA 68 92 0 NA NA 1147 244 170 NA NA 3077 1863 590 NA NA
1558299600.0 556.0 19 44 0 NA NA 68 94 0 NA NA 387 239 169 NA NA 2838 852 504 NA NA
