Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1557262800.0 1.0 99 84 140 NA NA NA NA NA 186 361 232 NA NA NA NA NA 2057 645 421 NA NA NA NA NA 2066 585 1169 NA NA NA NA NA
1557262800.0 10.0 NA 114 485 0 NA NA NA NA NA 368 594 0 NA NA NA NA NA 2365 2129 398 NA NA NA NA NA 1680 1190 410 NA NA NA NA
1557262800.0 1000.0 NA 473 151 0 43 NA NA NA NA 573 248 0 91 NA NA NA NA 2300 994 556 142 NA NA NA NA 2144 765 602 172 NA NA NA
1557262800.0 10001.0 NA 191 653 80 0 NA NA NA NA 480 812 133 0 NA NA NA NA 760 1081 267 1574 NA NA NA NA 1253 1932 1189 1617 NA NA NA
1557262800.0 10002.0 NA 193 655 80 0 NA NA NA NA 477 818 134 0 NA NA NA NA 667 1013 210 1549 NA NA NA NA 727 1174 289 1569 NA NA NA
1557262800.0 10003.0 NA 198 655 82 0 NA NA NA NA 484 808 133 0 NA NA NA NA 807 1085 237 1516 NA NA NA NA 1349 1199 581 1625 NA NA NA
1557262800.0 10004.0 NA 190 653 80 0 NA NA NA NA 473 813 133 0 NA NA NA NA 769 955 234 1508 NA NA NA NA 1337 2438 649 1536 NA NA NA
1557262800.0 10005.0 NA 191 654 81 0 NA NA NA NA 480 815 134 0 NA NA NA NA 648 1066 208 1556 NA NA NA NA 717 1003 302 1592 NA NA NA
1557262800.0 10006.0 NA 189 650 80 0 NA NA NA NA 478 816 133 0 NA NA NA NA 755 1087 245 1506 NA NA NA NA 1236 1164 865 1611 NA NA NA
1557262800.0 10007.0 NA 207 656 91 0 NA NA NA NA 488 790 143 0 NA NA NA NA 1055 1235 329 1323 NA NA NA NA 3262 2437 1440 1347 NA NA NA
1557262800.0 10008.0 NA 192 655 91 0 NA NA NA NA 484 815 143 0 NA NA NA NA 781 1128 245 1530 NA NA NA NA 1408 1300 375 1577 NA NA NA
1557262800.0 10009.0 NA 193 661 91 0 NA NA NA NA 474 810 144 0 NA NA NA NA 807 1174 279 1563 NA NA NA NA 1398 1876 1256 1651 NA NA NA
1557262800.0 1001.0 NA 450 375 0 0 0 0 0 NA 543 463 0 0 0 0 0 NA 1926 531 7 24 682 27 682 NA 1042 513 12 28 690 37 690
1557262800.0 1002.0 NA 468 64 NA NA NA NA NA NA 552 125 NA NA NA NA NA NA 2075 332 NA NA NA NA NA NA 1027 376 NA NA NA NA NA
1557262800.0 10023.0 NA 193 660 91 0 NA NA NA NA 476 812 133 0 NA NA NA NA 1880 1010 192 1345 NA NA NA NA 3017 925 231 1371 NA NA NA
1557262800.0 10024.0 NA 215 675 91 0 NA NA NA NA 482 834 144 0 NA NA NA NA 878 1404 228 1616 NA NA NA NA 845 1506 337 1634 NA NA NA
1557262800.0 10024.1 NA 214 270 0 NA NA NA NA NA 477 372 0 NA NA NA NA NA 976 517 239 NA NA NA NA NA 1785 615 273 NA NA NA NA
1557262800.0 10024.2 NA 216 676 0 NA NA NA NA NA 482 837 0 NA NA NA NA NA 945 1411 1636 NA NA NA NA NA 920 1042 1732 NA NA NA NA
1557262800.0 10024.3 NA 225 247 0 NA NA NA NA NA 482 362 0 NA NA NA NA NA 1467 452 175 NA NA NA NA NA 2010 459 199 NA NA NA NA
1557262800.0 10024.4 NA 218 677 0 NA NA NA NA NA 481 839 0 NA NA NA NA NA 889 1351 1621 NA NA NA NA NA 867 1088 1662 NA NA NA NA
1557262800.0 10024.5 NA 223 272 0 NA NA NA NA NA 483 374 0 NA NA NA NA NA 1527 497 218 NA NA NA NA NA 2605 483 246 NA NA NA NA
1557262800.0 10024.6 NA 214 668 0 NA NA NA NA NA 480 838 0 NA NA NA NA NA 888 1401 1594 NA NA NA NA NA 1137 1041 1745 NA NA NA NA
1557262800.0 10025.0 NA 203 665 87 0 NA NA NA NA 476 811 134 0 NA NA NA NA 788 1288 252 1613 NA NA NA NA 1697 1289 502 1645 NA NA NA
1557262800.0 10026.0 NA 219 677 89 0 NA NA NA NA 481 836 134 0 NA NA NA NA 911 1522 209 1605 NA NA NA NA 1750 1054 253 1646 NA NA NA
1557262800.0 1003.0 NA 404 0 NA NA NA NA NA NA 500 0 NA NA NA NA NA NA 2642 476 NA NA NA NA NA NA 1189 518 NA NA NA NA NA
1557262800.0 1004.0 NA 353 367 0 0 0 0 NA NA 452 445 0 0 0 0 NA NA 634 447 8 25 628 597 NA NA 681 479 35 38 671 631 NA
1557262800.0 10042.0 NA 203 664 91 0 NA NA NA NA 481 821 144 0 NA NA NA NA 803 1195 228 1579 NA NA NA NA 808 1264 305 1606 NA NA NA
1557262800.0 10059.0 NA 224 679 90 0 NA NA NA NA 487 839 142 0 NA NA NA NA 948 1831 229 1580 NA NA NA NA 1172 1139 276 1612 NA NA NA
