Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1557612000.0 1.0 97 85 139 NA NA NA NA NA 182 361 238 NA NA NA NA NA 1918 512 342 NA NA NA NA NA 2106 475 465 NA NA NA NA NA
1557612000.0 10.0 NA 115 488 0 NA NA NA NA NA 377 571 0 NA NA NA NA NA 2325 2062 375 NA NA NA NA NA 1577 994 385 NA NA NA NA
1557612000.0 1000.0 NA 482 125 0 53 NA NA NA NA 574 249 0 92 NA NA NA NA 2230 1114 520 163 NA NA NA NA 1760 1500 592 200 NA NA NA
1557612000.0 10001.0 NA 190 503 81 0 NA NA NA NA 475 822 134 0 NA NA NA NA 842 1190 198 1468 NA NA NA NA 1226 2305 303 2680 NA NA NA
1557612000.0 10002.0 NA 222 660 90 0 NA NA NA NA 474 810 133 0 NA NA NA NA 877 937 214 1318 NA NA NA NA 1335 822 324 1336 NA NA NA
1557612000.0 10003.0 NA 198 658 82 0 NA NA NA NA 475 819 133 0 NA NA NA NA 838 1097 200 1466 NA NA NA NA 1262 1470 266 1489 NA NA NA
1557612000.0 10004.0 NA 218 653 82 0 NA NA NA NA 467 807 133 0 NA NA NA NA 969 1316 241 1506 NA NA NA NA 1512 1638 300 1518 NA NA NA
1557612000.0 10005.0 NA 217 654 87 0 NA NA NA NA 475 819 130 0 NA NA NA NA 931 990 203 1313 NA NA NA NA 938 1242 315 1346 NA NA NA
1557612000.0 10006.0 NA 205 649 82 0 NA NA NA NA 482 782 134 0 NA NA NA NA 808 1125 194 1468 NA NA NA NA 847 1575 260 1488 NA NA NA
1557612000.0 10007.0 NA 219 655 93 0 NA NA NA NA 489 807 144 0 NA NA NA NA 1022 1481 258 1537 NA NA NA NA 1503 2478 479 1559 NA NA NA
1557612000.0 10008.0 NA 196 660 92 0 NA NA NA NA 483 815 144 0 NA NA NA NA 829 1120 216 1463 NA NA NA NA 869 1197 263 2724 NA NA NA
1557612000.0 10009.0 NA 219 659 92 0 NA NA NA NA 482 810 144 0 NA NA NA NA 976 1437 249 1492 NA NA NA NA 1002 1934 362 1513 NA NA NA
1557612000.0 1001.0 NA 452 383 0 0 0 0 0 NA 545 465 0 0 0 0 0 NA 1987 536 7 24 432 26 486 NA 1136 543 17 30 441 35 491
1557612000.0 1002.0 NA 474 67 NA NA NA NA NA NA 562 124 NA NA NA NA NA NA 2446 385 NA NA NA NA NA NA 1193 243 NA NA NA NA NA
1557612000.0 10023.0 NA 191 541 81 0 NA NA NA NA 479 816 133 0 NA NA NA NA 818 1213 189 1477 NA NA NA NA 1236 1627 254 2637 NA NA NA
1557612000.0 10024.0 NA 235 677 92 0 NA NA NA NA 481 836 144 0 NA NA NA NA 1174 1522 225 1350 NA NA NA NA 1125 2356 428 1382 NA NA NA
1557612000.0 10024.1 NA 244 273 0 NA NA NA NA NA 475 364 0 NA NA NA NA NA 854 457 203 NA NA NA NA NA 841 445 209 NA NA NA NA
1557612000.0 10024.2 NA 243 373 0 NA NA NA NA NA 481 804 0 NA NA NA NA NA 780 1724 1427 NA NA NA NA NA 808 2516 1455 NA NA NA NA
1557612000.0 10024.3 NA 230 253 0 NA NA NA NA NA 483 348 0 NA NA NA NA NA 916 468 203 NA NA NA NA NA 676 422 240 NA NA NA NA
1557612000.0 10024.4 NA 239 684 0 NA NA NA NA NA 484 838 0 NA NA NA NA NA 845 1343 1444 NA NA NA NA NA 661 973 1467 NA NA NA NA
1557612000.0 10024.5 NA 242 270 0 NA NA NA NA NA 472 400 0 NA NA NA NA NA 1019 464 203 NA NA NA NA NA 1045 442 209 NA NA NA NA
1557612000.0 10024.6 NA 245 676 0 NA NA NA NA NA 468 834 0 NA NA NA NA NA 807 1339 1309 NA NA NA NA NA 755 1004 1334 NA NA NA NA
1557612000.0 10025.0 NA 205 565 91 0 NA NA NA NA 488 823 134 0 NA NA NA NA 918 1392 200 1450 NA NA NA NA 756 1360 240 1466 NA NA NA
1557612000.0 10026.0 NA 245 688 98 0 NA NA NA NA 484 834 144 0 NA NA NA NA 1600 1444 233 1340 NA NA NA NA 1930 1055 322 1371 NA NA NA
1557612000.0 1003.0 NA 422 0 NA NA NA NA NA NA 508 0 NA NA NA NA NA NA 3331 540 NA NA NA NA NA NA 1435 571 NA NA NA NA NA
1557612000.0 1004.0 NA 350 369 0 0 0 0 NA NA 456 445 0 0 0 0 NA NA 707 579 9 28 544 471 NA NA 650 530 17 37 550 482 NA
1557612000.0 10042.0 NA 230 662 93 0 NA NA NA NA 491 824 144 0 NA NA NA NA 1022 1148 217 1330 NA NA NA NA 1095 1087 261 1362 NA NA NA
1557612000.0 10059.0 NA 244 690 92 0 NA NA NA NA 492 839 144 0 NA NA NA NA 1429 1921 214 1341 NA NA NA NA 2047 1351 398 1365 NA NA NA
1557612000.0 10071.0 NA 208 670 92 0 NA NA NA NA 479 824 143 0 NA NA NA NA 972 1547 228 1483 NA NA NA NA 1376 1646 287 2651 NA NA NA
1557612000.0 101.0 82 NA NA NA NA NA NA NA 151 NA NA NA NA NA NA NA 1078 NA NA NA NA NA NA NA 1397 NA NA NA NA NA NA NA
1557612000.0 1010.0 NA 30 76 0 NA NA NA NA NA 75 122 0 NA NA NA NA NA 13 127 35 NA NA NA NA NA 31 155 49 NA NA NA NA
1557612000.0 102.0 85 NA NA NA NA NA NA NA 151 NA NA NA NA NA NA NA 767 NA NA NA NA NA NA NA 904 NA NA NA NA NA NA NA
1557612000.0 1020.0 NA 35 NA NA NA NA NA NA NA 115 NA NA NA NA NA NA NA 53 NA NA NA NA NA NA NA 151 NA NA NA NA NA NA
1557612000.0 10224.0 NA 342 938 0 NA NA NA NA NA 526 1122 0 NA NA NA NA NA 4717 6707 1614 NA NA NA NA NA 2683 11225 1638 NA NA NA NA
1557612000.0 10225.0 NA 327 936 0 NA NA NA NA NA 541 1132 0 NA NA NA NA NA 4993 5469 1645 NA NA NA NA NA 12420 2545 1670 NA NA NA NA
1557612000.0 103.0 43 0 0 NA NA NA NA NA 91 0 0 NA NA NA NA NA 516 142 393 NA NA NA NA NA 656 108 565 NA NA NA NA NA
1557612000.0 1030.0 NA 151 42 0 NA NA NA NA NA 263 84 0 NA NA NA NA NA 2347 54 4 NA NA NA NA NA 1306 83 240 NA NA NA NA
1557612000.0 10424.0 NA 237 677 0 NA NA NA NA NA 475 829 0 NA NA NA NA NA 1039 1272 1408 NA NA NA NA NA 1055 1240 1460 NA NA NA NA
1557612000.0 105.0 89 83 31 NA NA NA NA NA 186 361 67 NA NA NA NA NA 2105 690 4 NA NA NA NA NA 1409 632 11 NA NA NA NA NA
1557612000.0 106.0 43 0 0 NA NA NA NA NA 91 0 0 NA NA NA NA NA 970 148 336 NA NA NA NA NA 1316 97 457 NA NA NA NA NA
1557612000.0 107.0 101 93 459 NA NA NA NA NA 188 362 574 NA NA NA NA NA 4782 536 637 NA NA NA NA NA 3098 515 593 NA NA NA NA NA
1557612000.0 108.0 102 94 465 NA NA NA NA NA 188 369 558 NA NA NA NA NA 5452 730 723 NA NA NA NA NA 3330 575 605 NA NA NA NA NA
1557612000.0 10823.0 68 194 657 82 0 NA NA NA 124 468 816 134 0 NA NA NA 1807 1063 1219 201 1493 NA NA NA 1703 1367 1030 242 1506 NA NA NA
1557612000.0 10824.0 77 243 687 93 0 NA NA NA 139 474 834 145 0 NA NA NA 6271 1138 1676 232 1600 NA NA NA 3277 1390 1256 262 1627 NA NA NA
1557612000.0 10825.0 72 210 670 88 0 NA NA NA 129 474 830 134 0 NA NA NA 4998 1208 1295 224 1509 NA NA NA 3575 1228 1059 287 1540 NA NA NA
1557612000.0 10826.0 77 220 682 102 0 NA NA NA 137 473 840 144 0 NA NA NA 9254 1430 1863 293 1591 NA NA NA 5605 1445 1237 441 2057 NA NA NA
1557612000.0 10842.0 62 205 653 91 0 NA NA NA 111 467 819 144 0 NA NA NA 1447 917 1250 250 1515 NA NA NA 1294 936 1231 332 1536 NA NA NA
1557612000.0 109.0 100 97 462 NA NA NA NA NA 190 369 569 NA NA NA NA NA 4593 458 846 NA NA NA NA NA 2877 311 1042 NA NA NA NA NA
1557612000.0 11.0 NA 106 571 0 68 NA NA NA NA 369 686 0 107 NA NA NA NA 1792 1199 455 61 NA NA NA NA 1132 1034 478 98 NA NA NA
1557612000.0 110.0 61 89 447 NA NA NA NA NA 126 369 556 NA NA NA NA NA 1150 573 693 NA NA NA NA NA 1418 879 943 NA NA NA NA NA
1557612000.0 1102.0 NA 122 491 131 82 NA NA NA NA 378 585 212 164 NA NA NA NA 2502 2697 1334 271 NA NA NA NA 1519 1132 599 157 NA NA NA
1557612000.0 111.0 99 92 459 NA NA NA NA NA 185 362 551 NA NA NA NA NA 2334 398 573 NA NA NA NA NA 2137 501 578 NA NA NA NA NA
1557612000.0 112.0 101 94 461 NA NA NA NA NA 191 362 567 NA NA NA NA NA 2917 398 614 NA NA NA NA NA 1691 288 577 NA NA NA NA NA
