Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1558216800.0 1.0 83 139 192 NA NA 209 553 454 NA NA 1677 546 1177 NA NA 1623 892 1459 NA NA
1558216800.0 10.0 NA 154 300 0 NA NA 604 604 0 NA NA 2370 3705 671 NA NA 1684 4313 2078 NA
1558216800.0 1001.2 NA 383 140 0 NA NA 690 216 0 NA NA 14291 1776 141 NA NA 7429 1237 513 NA
1558216800.0 1002.0 NA 310 78 NA NA NA 488 131 NA NA NA 4157 453 NA NA NA 2854 461 NA NA
1558216800.0 10024.2 NA 183 366 0 NA NA 577 610 0 NA NA 975 2098 1097 NA NA 1226 3199 1277 NA
1558216800.0 10024.4 NA 186 388 0 NA NA 530 586 0 NA NA 894 2108 1027 NA NA 1296 2423 1413 NA
1558216800.0 1003.0 NA 263 0 NA NA NA 504 0 NA NA NA 3187 658 NA NA NA 2206 973 NA NA
1558216800.0 101.0 99 NA NA NA NA 162 NA NA NA NA 1137 NA NA NA NA 2703 NA NA NA NA
1558216800.0 102.0 90 NA NA NA NA 162 NA NA NA NA 936 NA NA NA NA 1267 NA NA NA NA
1558216800.0 10225.0 NA 334 583 0 NA NA 627 859 0 NA NA 3154 3973 1066 NA NA 2294 2808 1191 NA
1558216800.0 103.0 48 0 0 NA NA 108 0 0 NA NA 903 250 1404 NA NA 656 315 1565 NA NA
1558216800.0 1040.0 NA 344 37 0 NA NA 656 77 0 NA NA 11747 134 130 NA NA 4413 251 265 NA
1558216800.0 10424.0 NA 176 363 0 NA NA 533 622 0 NA NA 899 2188 1101 NA NA 1260 3084 1630 NA
1558216800.0 106.0 47 0 0 NA NA 105 0 0 NA NA 1284 309 1426 NA NA 1880 931 2782 NA NA
1558216800.0 107.0 84 156 295 NA NA 204 552 551 NA NA 2516 517 1692 NA NA 1102 422 1792 NA NA
1558216800.0 108.0 83 128 288 NA NA 209 597 537 NA NA 3208 593 1908 NA NA 1972 436 1999 NA NA
1558216800.0 10824.1 NA 284 200 0 NA NA 696 337 0 NA NA 2109 955 439 NA NA 2652 1237 585 NA
1558216800.0 10824.5 NA 279 156 0 NA NA 676 250 0 NA NA 2186 730 138 NA NA 3326 1840 323 NA
1558216800.0 109.0 85 127 291 NA NA 213 596 571 NA NA 3151 705 1923 NA NA 2486 1064 2233 NA NA
1558216800.0 110.0 63 143 273 NA NA 137 597 514 NA NA 881 484 1675 NA NA 1318 561 2189 NA NA
1558216800.0 1102.0 NA 149 301 160 81 NA 601 575 439 176 NA 2748 4576 2272 377 NA 1179 2566 1180 270
1558216800.0 11024.0 NA 526 773 0 163 NA 846 1082 0 258 NA 6280 6198 2058 835 NA 3264 3605 2149 911
1558216800.0 11024.2 NA 507 747 0 162 NA 850 1141 0 268 NA 6474 6231 2076 801 NA 3576 3745 2473 886
1558216800.0 11024.3 NA 516 737 0 162 NA 833 1178 0 248 NA 6227 5955 2099 812 NA 3445 3685 2170 914
1558216800.0 11024.6 NA 522 784 0 162 NA 801 1209 0 254 NA 6321 6282 2051 833 NA 3339 3606 2139 938
1558216800.0 11025.0 NA 505 747 0 175 NA 794 1177 0 264 NA 6421 5861 2084 811 NA 3443 3477 2332 949
1558216800.0 111.0 76 112 281 NA NA 197 597 515 NA NA 1870 472 1639 NA NA 2092 840 1972 NA NA
1558216800.0 112.0 87 127 275 NA NA 210 598 483 NA NA 3553 551 1816 NA NA 3918 1156 4454 NA NA
1558216800.0 11224.0 NA 281 409 0 NA NA 700 620 0 NA NA 2212 2433 1997 NA NA 1909 2255 2089 NA
1558216800.0 11224.6 NA 276 404 0 NA NA 693 593 0 NA NA 2188 2510 2073 NA NA 3603 3148 2569 NA
1558216800.0 113.0 88 169 283 NA NA 215 597 522 NA NA 2899 598 1733 NA NA 2343 1833 2140 NA NA
1558216800.0 114.0 84 167 287 NA NA 204 507 485 NA NA 2341 540 1717 NA NA 973 429 1828 NA NA
1558216800.0 115.0 87 132 284 NA NA 215 596 533 NA NA 2847 577 1779 NA NA 2195 782 2873 NA NA
1558216800.0 116.0 95 130 290 NA NA 216 597 534 NA NA 3170 623 1899 NA NA 1814 474 2422 NA NA
1558216800.0 11623.0 73 174 364 0 71 124 615 604 0 129 1716 780 1885 1076 382 1649 869 1986 1141 383
1558216800.0 11624.0 80 181 376 0 70 131 574 635 0 132 3325 832 2129 1062 290 1577 586 2058 1152 407
1558216800.0 11625.0 69 187 367 0 73 129 617 672 0 124 2684 777 1986 1063 280 1399 592 1972 1145 427
1558216800.0 11626.0 75 185 384 0 68 141 618 652 0 133 5631 917 2544 1121 601 2829 1777 3144 1395 1055
1558216800.0 11642.0 69 176 365 0 68 127 615 621 0 129 2062 718 1901 1064 284 1314 668 1920 1135 923
1558216800.0 117.0 88 137 282 NA NA 215 597 550 NA NA 3699 606 1873 NA NA 2085 2220 2607 NA NA
1558216800.0 118.0 92 143 291 NA NA 215 596 489 NA NA 3855 567 1983 NA NA 2731 512 2484 NA NA
1558216800.0 119.0 95 119 281 NA NA 220 596 549 NA NA 1653 680 1717 NA NA 1176 461 2111 NA NA
1558216800.0 12.0 NA 139 299 0 NA NA 557 508 0 NA NA 2141 3680 693 NA NA 1496 3190 1540 NA
1558216800.0 120.0 65 116 279 NA NA 156 550 491 NA NA 1004 537 1706 NA NA 1148 454 2184 NA NA
1558216800.0 121.0 101 128 290 NA NA 216 552 504 NA NA 2924 540 1907 NA NA 1583 401 2020 NA NA
1558216800.0 122.0 47 0 0 NA NA 105 0 0 NA NA 910 244 1414 NA NA 572 229 1603 NA NA
1558216800.0 123.1 295 NA NA NA NA 689 NA NA NA NA 1930 NA NA NA NA 2111 NA NA NA NA
1558216800.0 123.2 290 NA NA NA NA 782 NA NA NA NA 2127 NA NA NA NA 1791 NA NA NA NA
1558216800.0 123.3 249 NA NA NA NA 783 NA NA NA NA 1667 NA NA NA NA 1852 NA NA NA NA
1558216800.0 124.1 287 NA NA NA NA 770 NA NA NA NA 1765 NA NA NA NA 2039 NA NA NA NA
1558216800.0 124.2 290 NA NA NA NA 692 NA NA NA NA 1814 NA NA NA NA 1975 NA NA NA NA
1558216800.0 124.4 291 NA NA NA NA 687 NA NA NA NA 1690 NA NA NA NA 1902 NA NA NA NA
1558216800.0 124.5 284 NA NA NA NA 785 NA NA NA NA 1722 NA NA NA NA 1844 NA NA NA NA
1558216800.0 124.6 249 NA NA NA NA 730 NA NA NA NA 1676 NA NA NA NA 1668 NA NA NA NA
1558216800.0 125.0 105 116 303 NA NA 208 551 525 NA NA 1820 519 1711 NA NA 2123 378 2071 NA NA
1558216800.0 126.0 64 164 276 NA NA 151 553 508 NA NA 1946 503 1740 NA NA 2110 496 3950 NA NA
1558216800.0 127.0 62 150 280 NA NA 136 598 483 NA NA 934 503 1635 NA NA 2278 556 2025 NA NA
1558216800.0 128.0 61 140 270 NA NA 137 596 555 NA NA 616 517 1623 NA NA 1776 895 2489 NA NA
1558216800.0 129.0 62 152 270 NA NA 137 595 515 NA NA 1840 503 1659 NA NA 2024 780 3635 NA NA
1558216800.0 13.0 NA 115 292 0 NA NA 604 512 0 NA NA 545 2368 615 NA NA 1843 3897 1190 NA
1558216800.0 130.0 62 146 275 NA NA 137 597 556 NA NA 1733 513 1683 NA NA 1853 1233 3944 NA NA
1558216800.0 1301.0 79 183 204 NA NA 164 613 491 NA NA 1129 531 1223 NA NA 2293 548 1444 NA NA
1558216800.0 1301.17 67 171 210 NA NA 141 568 516 NA NA 1644 745 1269 NA NA 1606 820 1967 NA NA
1558216800.0 1302.0 91 189 213 NA NA 182 602 459 NA NA 3390 558 1380 NA NA 1315 428 1250 NA NA
1558216800.0 1302.17 74 179 222 NA NA 154 602 499 NA NA 3194 812 1564 NA NA 2490 795 1478 NA NA
1558216800.0 1303.0 88 156 224 NA NA 173 604 429 NA NA 6845 549 1723 NA NA 3941 910 2711 NA NA
1558216800.0 1303.17 87 187 223 NA NA 155 604 455 NA NA 6053 807 1852 NA NA 3020 713 1684 NA NA
1558216800.0 1306.0 NA 162 329 0 NA NA 576 546 0 NA NA 548 1757 681 NA NA 771 3283 2184 NA
1558216800.0 1309.0 NA 147 351 0 NA NA 621 577 0 NA NA 615 1989 691 NA NA 1372 2991 1441 NA
1558216800.0 131.0 69 116 280 NA NA 137 552 510 NA NA 1298 475 1655 NA NA 912 386 2038 NA NA
1558216800.0 1310.0 NA 153 346 0 NA NA 579 606 0 NA NA 682 1854 658 NA NA 556 3276 1012 NA
1558216800.0 1312.0 NA 147 347 0 NA NA 578 563 0 NA NA 668 1968 701 NA NA 817 2456 823 NA
1558216800.0 1313.0 NA 159 355 0 NA NA 619 539 0 NA NA 504 2116 654 NA NA 446 1877 718 NA
1558216800.0 1314.0 NA 143 352 0 NA NA 578 575 0 NA NA 660 1928 668 NA NA 798 2480 778 NA
1558216800.0 1315.0 NA 182 333 0 NA NA 621 567 0 NA NA 574 1857 647 NA NA 851 2337 818 NA
1558216800.0 1316.0 NA 214 336 0 NA NA 621 619 0 NA NA 519 1805 640 NA NA 470 1871 699 NA
1558216800.0 1317.0 NA 206 339 0 NA NA 576 536 0 NA NA 517 1777 637 NA NA 419 1829 718 NA
