Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1557612000.0 1.0 50 144 122 NA NA 87 182 164 NA NA 1180 487 383 NA NA 1231 542 437 NA NA
1557612000.0 10.0 NA 158 173 0 NA NA 216 224 0 NA NA 2143 3066 848 NA NA 2270 3157 885 NA
1557612000.0 1000.0 NA 176 99 0 42 NA 240 135 0 64 NA 2138 403 338 146 NA 2247 527 393 230
1557612000.0 1001.0 NA 167 35 0 NA NA 217 62 0 NA NA 1836 39 34 NA NA 1913 68 70 NA
1557612000.0 1002.0 NA 168 51 NA NA NA 221 82 NA NA NA 1988 202 NA NA NA 2090 229 NA NA
1557612000.0 1003.0 NA 169 0 NA NA NA 232 0 NA NA NA 3372 381 NA NA NA 3509 419 NA NA
1557612000.0 101.0 86 NA NA NA NA 123 NA NA NA NA 704 NA NA NA NA 751 NA NA NA NA
1557612000.0 102.0 87 NA NA NA NA 123 NA NA NA NA 566 NA NA NA NA 607 NA NA NA NA
1557612000.0 103.0 48 0 0 NA NA 78 0 0 NA NA 416 389 260 NA NA 453 474 319 NA NA
1557612000.0 105.0 51 151 39 NA NA 87 200 63 NA NA 1112 484 34 NA NA 1142 572 77 NA NA
1557612000.0 106.0 46 0 0 NA NA 78 0 0 NA NA 406 459 281 NA NA 438 586 317 NA NA
1557612000.0 107.0 52 157 174 NA NA 88 202 221 NA NA 1863 576 605 NA NA 1918 662 656 NA NA
1557612000.0 108.0 52 152 184 NA NA 87 202 221 NA NA 2045 592 549 NA NA 2089 673 675 NA NA
1557612000.0 109.0 53 152 177 NA NA 88 204 222 NA NA 2706 611 571 NA NA 2753 681 632 NA NA
1557612000.0 11.0 NA 150 176 0 53 NA 209 228 0 74 NA 1492 1736 940 63 NA 1573 1814 1012 92
1557612000.0 110.0 47 151 170 NA NA 81 199 218 NA NA 539 533 465 NA NA 568 600 522 NA NA
1557612000.0 1102.0 NA 159 176 105 59 NA 216 226 153 96 NA 2815 4546 2665 189 NA 3384 5328 3006 286
1557612000.0 111.0 51 154 173 NA NA 87 201 220 NA NA 1215 458 479 NA NA 1260 550 571 NA NA
1557612000.0 112.0 60 152 173 NA NA 88 201 220 NA NA 1920 608 543 NA NA 1967 665 605 NA NA
1557612000.0 113.0 54 154 173 NA NA 90 204 221 NA NA 2406 540 648 NA NA 2487 630 701 NA NA
1557612000.0 114.0 60 156 173 NA NA 90 204 222 NA NA 2415 534 606 NA NA 2464 611 668 NA NA
1557612000.0 115.0 56 162 176 NA NA 90 205 223 NA NA 2466 569 623 NA NA 2560 681 680 NA NA
1557612000.0 116.0 53 152 173 NA NA 90 204 222 NA NA 3158 496 635 NA NA 3210 587 767 NA NA
1557612000.0 117.0 55 153 176 NA NA 90 205 223 NA NA 5158 780 874 NA NA 5898 1079 1016 NA NA
1557612000.0 118.0 54 155 173 NA NA 91 206 224 NA NA 3845 641 678 NA NA 3910 766 758 NA NA
1557612000.0 119.0 52 155 174 NA NA 87 201 220 NA NA 1765 531 491 NA NA 1811 619 574 NA NA
1557612000.0 12.0 NA 157 171 0 NA NA 215 224 0 NA NA 2049 3188 881 NA NA 2175 3275 931 NA
1557612000.0 120.0 47 150 170 NA NA 75 199 217 NA NA 423 549 445 NA NA 462 662 510 NA NA
1557612000.0 1200.0 76 185 0 NA NA 121 230 0 NA NA 184 781 92 NA NA 323 864 126 NA NA
1557612000.0 1201.0 216 NA NA NA NA 276 NA NA NA NA 933 NA NA NA NA 1132 NA NA NA NA
1557612000.0 121.0 55 153 174 NA NA 91 206 224 NA NA 4991 822 881 NA NA 5675 1146 1051 NA NA
1557612000.0 122.0 50 153 173 NA NA 85 200 218 NA NA 539 438 406 NA NA 573 525 459 NA NA
1557612000.0 123.1 211 NA NA NA NA 274 NA NA NA NA 863 NA NA NA NA 1065 NA NA NA NA
1557612000.0 123.2 216 NA NA NA NA 276 NA NA NA NA 1029 NA NA NA NA 1233 NA NA NA NA
1557612000.0 123.3 199 NA NA NA NA 259 NA NA NA NA 695 NA NA NA NA 787 NA NA NA NA
1557612000.0 124.1 206 NA NA NA NA 266 NA NA NA NA 725 NA NA NA NA 821 NA NA NA NA
1557612000.0 124.2 212 NA NA NA NA 272 NA NA NA NA 816 NA NA NA NA 975 NA NA NA NA
1557612000.0 124.4 206 NA NA NA NA 266 NA NA NA NA 691 NA NA NA NA 830 NA NA NA NA
1557612000.0 124.5 207 NA NA NA NA 267 NA NA NA NA 728 NA NA NA NA 820 NA NA NA NA
1557612000.0 124.6 200 NA NA NA NA 259 NA NA NA NA 700 NA NA NA NA 794 NA NA NA NA
1557612000.0 125.0 52 152 172 NA NA 88 201 220 NA NA 1948 521 533 NA NA 1990 595 586 NA NA
1557612000.0 126.0 48 152 170 NA NA 81 200 218 NA NA 790 528 468 NA NA 818 601 523 NA NA
1557612000.0 127.0 47 154 172 NA NA 76 199 218 NA NA 629 515 454 NA NA 651 582 537 NA NA
1557612000.0 128.0 47 148 169 NA NA 75 199 217 NA NA 390 520 437 NA NA 423 610 499 NA NA
1557612000.0 129.0 47 151 169 NA NA 76 199 217 NA NA 396 476 503 NA NA 425 547 549 NA NA
1557612000.0 13.0 NA 161 175 0 NA NA 218 227 0 NA NA 3628 6220 1054 NA NA 4076 7071 1192 NA
1557612000.0 130.0 47 151 170 NA NA 76 200 217 NA NA 452 489 457 NA NA 482 563 507 NA NA
1557612000.0 1301.0 59 143 123 NA NA 94 189 173 NA NA 920 446 368 NA NA 1032 586 475 NA NA
1557612000.0 1302.0 62 147 129 NA NA 99 190 178 NA NA 5479 520 581 NA NA 5587 661 688 NA NA
1557612000.0 1303.0 65 153 143 NA NA 102 193 177 NA NA 17095 566 645 NA NA 20313 658 737 NA NA
1557612000.0 1307.0 52 0 0 0 0 82 0 0 0 0 438 413 233 79 352 563 556 310 108 379
1557612000.0 1308.0 NA 142 111 43 0 NA 198 154 63 0 NA 473 342 89 336 NA 587 447 118 365
1557612000.0 1309.0 NA 160 187 0 NA NA 219 233 0 NA NA 733 748 744 NA NA 907 884 777 NA
1557612000.0 131.0 50 151 173 NA NA 82 200 218 NA NA 843 492 440 NA NA 878 570 485 NA NA
1557612000.0 1311.0 NA 157 189 0 47 NA 213 235 0 74 NA 579 606 851 70 NA 705 694 887 114
1557612000.0 1312.0 NA 159 183 0 NA NA 215 230 0 NA NA 701 677 744 NA NA 851 770 779 NA
1557612000.0 1313.0 NA 160 187 0 NA NA 219 233 0 NA NA 743 908 706 NA NA 872 1034 742 NA
1557612000.0 1314.0 NA 158 180 0 NA NA 215 228 0 NA NA 570 570 734 NA NA 695 702 764 NA
1557612000.0 1315.0 NA 164 178 0 NA NA 212 225 0 NA NA 486 470 789 NA NA 603 568 830 NA
1557612000.0 1316.0 NA 153 179 0 NA NA 213 226 0 NA NA 585 549 697 NA NA 736 681 725 NA
