Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1558429200.0 1.0 52 142 118 NA NA 87 182 164 NA NA 1063 363 328 NA NA 1100 420 377 NA NA
1558429200.0 10.0 NA 157 178 0 NA NA 216 225 0 NA NA 1775 2370 729 NA NA 1900 2504 896 NA
1558429200.0 1000.0 NA 175 90 0 36 NA 240 135 0 64 NA 2034 344 323 101 NA 2134 433 364 155
1558429200.0 1001.0 NA 169 38 0 NA NA 217 62 0 NA NA 1703 35 34 NA NA 1798 63 71 NA
1558429200.0 1002.0 NA 169 51 NA NA NA 221 82 NA NA NA 1819 146 NA NA NA 1965 181 NA NA
1558429200.0 1003.0 NA 168 0 NA NA NA 232 0 NA NA NA 3075 336 NA NA NA 3189 379 NA NA
1558429200.0 101.0 87 NA NA NA NA 124 NA NA NA NA 627 NA NA NA NA 683 NA NA NA NA
1558429200.0 102.0 88 NA NA NA NA 123 NA NA NA NA 530 NA NA NA NA 567 NA NA NA NA
1558429200.0 103.0 46 0 0 NA NA 78 0 0 NA NA 391 307 222 NA NA 436 376 288 NA NA
1558429200.0 105.0 51 151 37 NA NA 87 200 63 NA NA 1242 399 26 NA NA 1278 468 49 NA NA
1558429200.0 106.0 47 0 0 NA NA 78 0 0 NA NA 381 309 218 NA NA 418 380 273 NA NA
1558429200.0 107.0 51 153 171 NA NA 88 202 221 NA NA 1816 424 496 NA NA 1861 502 556 NA NA
1558429200.0 108.0 51 155 173 NA NA 87 202 221 NA NA 1872 424 480 NA NA 1911 495 539 NA NA
1558429200.0 109.0 53 154 173 NA NA 88 204 222 NA NA 2240 441 528 NA NA 2283 512 601 NA NA
1558429200.0 11.0 NA 152 178 0 51 NA 209 228 0 74 NA 1141 1450 783 44 NA 1221 1586 857 83
1558429200.0 110.0 48 153 173 NA NA 81 199 218 NA NA 502 410 418 NA NA 540 482 468 NA NA
1558429200.0 1102.0 NA 156 177 99 53 NA 214 227 153 96 NA 2632 3448 2254 205 NA 3311 4593 2590 681
1558429200.0 111.0 51 162 175 NA NA 87 201 220 NA NA 1132 391 412 NA NA 1174 473 485 NA NA
1558429200.0 112.0 52 152 171 NA NA 88 201 220 NA NA 1798 414 473 NA NA 1861 488 525 NA NA
1558429200.0 113.0 53 153 172 NA NA 90 204 221 NA NA 2261 419 500 NA NA 2300 499 555 NA NA
1558429200.0 114.0 53 153 174 NA NA 90 204 221 NA NA 2208 432 497 NA NA 2246 504 549 NA NA
1558429200.0 115.0 54 153 176 NA NA 90 205 223 NA NA 2306 427 519 NA NA 2342 502 570 NA NA
1558429200.0 116.0 54 152 173 NA NA 90 204 222 NA NA 2386 437 507 NA NA 2453 507 567 NA NA
1558429200.0 117.0 53 157 177 NA NA 90 205 224 NA NA 3064 456 569 NA NA 3121 526 666 NA NA
1558429200.0 118.0 54 158 175 NA NA 91 206 224 NA NA 2897 487 574 NA NA 2957 567 649 NA NA
1558429200.0 119.0 52 151 174 NA NA 87 201 220 NA NA 1702 408 460 NA NA 1752 524 516 NA NA
1558429200.0 12.0 NA 156 174 0 NA NA 215 224 0 NA NA 1655 2423 756 NA NA 1759 2800 780 NA
1558429200.0 120.0 46 150 171 NA NA 75 199 217 NA NA 394 426 411 NA NA 421 543 481 NA NA
1558429200.0 1200.0 75 187 0 NA NA 121 230 0 NA NA 179 625 89 NA NA 395 697 111 NA NA
1558429200.0 1201.0 216 NA NA NA NA 276 NA NA NA NA 755 NA NA NA NA 845 NA NA NA NA
1558429200.0 121.0 54 158 175 NA NA 91 205 223 NA NA 3000 459 597 NA NA 3064 521 721 NA NA
1558429200.0 122.0 52 154 172 NA NA 85 200 218 NA NA 508 325 335 NA NA 564 404 389 NA NA
1558429200.0 123.1 213 NA NA NA NA 274 NA NA NA NA 686 NA NA NA NA 775 NA NA NA NA
1558429200.0 123.2 219 NA NA NA NA 276 NA NA NA NA 828 NA NA NA NA 893 NA NA NA NA
1558429200.0 123.3 202 NA NA NA NA 259 NA NA NA NA 567 NA NA NA NA 641 NA NA NA NA
1558429200.0 124.1 207 NA NA NA NA 266 NA NA NA NA 550 NA NA NA NA 651 NA NA NA NA
1558429200.0 124.2 212 NA NA NA NA 272 NA NA NA NA 649 NA NA NA NA 761 NA NA NA NA
1558429200.0 124.4 208 NA NA NA NA 266 NA NA NA NA 554 NA NA NA NA 646 NA NA NA NA
1558429200.0 124.5 209 NA NA NA NA 266 NA NA NA NA 588 NA NA NA NA 666 NA NA NA NA
1558429200.0 124.6 202 NA NA NA NA 259 NA NA NA NA 579 NA NA NA NA 664 NA NA NA NA
1558429200.0 125.0 52 155 174 NA NA 88 201 220 NA NA 2089 429 481 NA NA 2144 498 539 NA NA
1558429200.0 126.0 48 154 171 NA NA 81 200 218 NA NA 719 414 418 NA NA 751 491 473 NA NA
1558429200.0 127.0 47 153 170 NA NA 76 199 217 NA NA 571 423 419 NA NA 608 495 481 NA NA
1558429200.0 128.0 48 149 168 NA NA 75 199 217 NA NA 372 385 414 NA NA 411 503 477 NA NA
1558429200.0 129.0 46 149 169 NA NA 76 199 217 NA NA 385 397 403 NA NA 413 514 465 NA NA
1558429200.0 13.0 NA 160 175 0 NA NA 216 227 0 NA NA 3393 4562 866 NA NA 4638 6578 1292 NA
1558429200.0 130.0 47 152 169 NA NA 76 199 217 NA NA 438 389 408 NA NA 491 507 472 NA NA
1558429200.0 1301.0 59 153 123 NA NA 94 189 174 NA NA 718 375 321 NA NA 786 477 409 NA NA
1558429200.0 1302.0 61 148 123 NA NA 99 190 178 NA NA 4385 586 615 NA NA 6810 1169 1426 NA NA
1558429200.0 1303.0 63 148 123 NA NA 101 193 177 NA NA 10787 754 865 NA NA 13045 1345 1319 NA NA
1558429200.0 1307.0 53 0 0 0 0 82 0 0 0 0 396 298 181 68 323 462 406 279 101 365
1558429200.0 1308.0 NA 143 111 36 0 NA 198 154 63 0 NA 357 292 54 331 NA 463 371 108 355
1558429200.0 1309.0 NA 162 184 0 NA NA 219 233 0 NA NA 571 682 717 NA NA 681 753 752 NA
1558429200.0 131.0 49 153 169 NA NA 82 200 218 NA NA 802 414 428 NA NA 833 491 481 NA NA
1558429200.0 1311.0 NA 162 189 0 48 NA 213 235 0 74 NA 408 512 807 37 NA 513 607 840 79
1558429200.0 1312.0 NA 164 181 0 NA NA 215 230 0 NA NA 503 604 717 NA NA 609 666 745 NA
1558429200.0 1313.0 NA 160 186 0 NA NA 219 233 0 NA NA 565 825 714 NA NA 689 914 760 NA
1558429200.0 1314.0 NA 156 179 0 NA NA 215 228 0 NA NA 448 502 698 NA NA 554 594 727 NA
1558429200.0 1315.0 NA 157 178 0 NA NA 212 225 0 NA NA 411 413 655 NA NA 497 499 675 NA
1558429200.0 1316.0 NA 154 178 0 NA NA 213 226 0 NA NA 447 471 708 NA NA 582 565 739 NA
1558429200.0 1317.0 NA 157 177 0 NA NA 212 225 0 NA NA 416 431 702 NA NA 526 508 730 NA
1558429200.0 1318.0 NA 155 177 0 NA NA 212 225 0 NA NA 393 416 699 NA NA 506 494 730 NA
1558429200.0 1319.0 NA 156 175 0 NA NA 212 225 0 NA NA 396 425 685 NA NA 504 534 723 NA
1558429200.0 132.0 54 157 180 NA NA 88 205 223 NA NA 2349 439 525 NA NA 2393 507 614 NA NA
1558429200.0 1324.0 NA 157 182 0 NA NA 216 229 0 NA NA 492 558 672 NA NA 582 632 695 NA
1558429200.0 1325.0 NA 161 184 0 51 NA 218 232 0 80 NA 562 605 720 109 NA 903 690 757 153
