Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1557262800.0 1.0 50 137 113 NA NA 87 182 164 NA NA 1132 464 408 NA NA 1187 545 468 NA NA
1557262800.0 10.0 NA 157 173 0 NA NA 216 224 0 NA NA 2095 2642 814 NA NA 2253 2733 847 NA
1557262800.0 1000.0 NA 177 87 0 35 NA 239 133 0 64 NA 2313 422 371 126 NA 2477 534 412 198
1557262800.0 1001.0 NA 165 33 0 NA NA 216 62 0 NA NA 1876 43 37 NA NA 1966 85 63 NA
1557262800.0 1002.0 NA 167 50 NA NA NA 220 82 NA NA NA 1992 166 NA NA NA 2126 199 NA NA
1557262800.0 1003.0 NA 167 0 NA NA NA 231 0 NA NA NA 3435 389 NA NA NA 3544 436 NA NA
1557262800.0 101.0 86 NA NA NA NA 124 NA NA NA NA 661 NA NA NA NA 704 NA NA NA NA
1557262800.0 102.0 86 NA NA NA NA 123 NA NA NA NA 561 NA NA NA NA 602 NA NA NA NA
1557262800.0 103.0 46 0 0 NA NA 78 0 0 NA NA 410 396 293 NA NA 452 494 352 NA NA
1557262800.0 105.0 49 148 38 NA NA 87 200 63 NA NA 1136 510 41 NA NA 1174 583 75 NA NA
1557262800.0 106.0 47 0 0 NA NA 78 0 0 NA NA 404 389 261 NA NA 430 454 305 NA NA
1557262800.0 107.0 53 150 169 NA NA 88 202 221 NA NA 1931 536 579 NA NA 2022 625 648 NA NA
1557262800.0 108.0 50 152 171 NA NA 87 202 221 NA NA 2058 549 585 NA NA 2105 638 664 NA NA
1557262800.0 109.0 51 152 170 NA NA 88 204 222 NA NA 2458 571 620 NA NA 2519 639 683 NA NA
1557262800.0 11.0 NA 150 175 0 46 NA 209 228 0 74 NA 1385 1724 919 62 NA 1475 1798 957 98
1557262800.0 110.0 48 148 167 NA NA 81 199 217 NA NA 526 495 501 NA NA 565 574 564 NA NA
1557262800.0 1102.0 NA 167 177 107 59 NA 215 226 153 96 NA 2207 3193 1809 155 NA 2291 3471 1873 209
1557262800.0 111.0 52 149 170 NA NA 87 201 220 NA NA 1197 480 500 NA NA 1244 555 569 NA NA
1557262800.0 112.0 50 150 169 NA NA 88 201 220 NA NA 1968 518 554 NA NA 2025 591 620 NA NA
