Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1557612000.0 1.0 84 81 142 NA NA NA NA NA 177 360 238 NA NA NA NA NA 1531 378 290 NA NA NA NA NA 1102 448 484 NA NA NA NA NA
1557612000.0 10.0 NA 114 479 0 NA NA NA NA NA 368 582 0 NA NA NA NA NA 2270 2316 407 NA NA NA NA NA 1230 1121 428 NA NA NA NA
1557612000.0 1000.0 NA 471 149 0 49 NA NA NA NA 585 244 0 91 NA NA NA NA 2435 846 485 124 NA NA NA NA 2392 1189 763 247 NA NA NA
1557612000.0 10001.0 NA 226 649 81 0 NA NA NA NA 477 809 133 0 NA NA NA NA 887 1099 226 1322 NA NA NA NA 1888 2378 564 1357 NA NA NA
1557612000.0 10002.0 NA 230 603 82 0 NA NA NA NA 477 810 134 0 NA NA NA NA 945 1248 238 1310 NA NA NA NA 1974 2956 697 1334 NA NA NA
1557612000.0 10003.0 NA 204 655 80 0 NA NA NA NA 474 816 133 0 NA NA NA NA 756 1222 230 1757 NA NA NA NA 671 1656 442 1776 NA NA NA
1557612000.0 10004.0 NA 197 654 84 0 NA NA NA NA 487 814 133 0 NA NA NA NA 735 1131 214 1764 NA NA NA NA 707 1071 289 1809 NA NA NA
1557612000.0 10005.0 NA 190 653 80 0 NA NA NA NA 465 818 133 0 NA NA NA NA 648 1072 207 1681 NA NA NA NA 720 1821 520 1700 NA NA NA
1557612000.0 10006.0 NA 225 651 81 0 NA NA NA NA 488 801 133 0 NA NA NA NA 912 1303 234 1305 NA NA NA NA 1912 2164 605 1327 NA NA NA
1557612000.0 10007.0 NA 227 653 91 0 NA NA NA NA 482 809 144 0 NA NA NA NA 988 1102 252 1356 NA NA NA NA 1997 1839 677 1379 NA NA NA
1557612000.0 10008.0 NA 220 658 91 0 NA NA NA NA 481 814 142 0 NA NA NA NA 878 1197 232 1308 NA NA NA NA 1456 1865 470 1343 NA NA NA
1557612000.0 10009.0 NA 218 656 92 0 NA NA NA NA 473 815 143 0 NA NA NA NA 751 1060 218 1328 NA NA NA NA 825 909 269 1342 NA NA NA
