Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1557262800.0 1.0 99 83 151 NA NA NA NA NA 185 369 234 NA NA NA NA NA 3307 873 361 NA NA NA NA NA 2066 823 551 NA NA NA NA NA
1557262800.0 10.0 NA 119 485 0 NA NA NA NA NA 377 575 0 NA NA NA NA NA 3322 2726 400 NA NA NA NA NA 1997 1220 408 NA NA NA NA
1557262800.0 1000.0 NA 475 155 0 48 NA NA NA NA 587 250 0 92 NA NA NA NA 2683 1100 718 196 NA NA NA NA 1530 934 760 250 NA NA NA
1557262800.0 10001.0 NA 195 654 81 0 NA NA NA NA 484 816 133 0 NA NA NA NA 923 1440 237 1620 NA NA NA NA 1663 1741 383 1875 NA NA NA
1557262800.0 10002.0 NA 194 660 91 0 NA NA NA NA 473 809 134 0 NA NA NA NA 840 1248 286 1526 NA NA NA NA 1177 1504 785 1547 NA NA NA
1557262800.0 10003.0 NA 213 657 81 0 NA NA NA NA 481 811 133 0 NA NA NA NA 1209 1529 302 2177 NA NA NA NA 1646 2397 705 2255 NA NA NA
1557262800.0 10004.0 NA 207 653 80 0 NA NA NA NA 481 813 132 0 NA NA NA NA 1114 1387 333 2056 NA NA NA NA 1570 2316 938 2125 NA NA NA
1557262800.0 10005.0 NA 213 654 72 0 NA NA NA NA 488 814 134 0 NA NA NA NA 693 975 207 1344 NA NA NA NA 815 1232 415 1387 NA NA NA
1557262800.0 10006.0 NA 189 649 81 0 NA NA NA NA 488 807 132 0 NA NA NA NA 637 1041 212 1599 NA NA NA NA 2360 2925 814 1825 NA NA NA
1557262800.0 10007.0 NA 213 653 92 0 NA NA NA NA 482 809 143 0 NA NA NA NA 1145 1541 385 1666 NA NA NA NA 1653 2570 1149 1714 NA NA NA
1557262800.0 10008.0 NA 203 656 91 0 NA NA NA NA 475 811 142 0 NA NA NA NA 722 1259 269 1445 NA NA NA NA 529 1449 413 1471 NA NA NA
1557262800.0 10009.0 NA 214 311 92 0 NA NA NA NA 474 814 144 0 NA NA NA NA 878 1700 256 1660 NA NA NA NA 816 2707 321 1715 NA NA NA
1557262800.0 1001.0 NA 455 387 0 0 0 0 0 NA 541 463 0 0 0 0 0 NA 2292 779 8 27 674 27 622 NA 1172 756 14 31 679 36 632
1557262800.0 1002.0 NA 472 67 NA NA NA NA NA NA 550 125 NA NA NA NA NA NA 2037 324 NA NA NA NA NA NA 1015 212 NA NA NA NA NA
1557262800.0 10023.0 NA 195 647 91 0 NA NA NA NA 475 812 133 0 NA NA NA NA 753 1398 240 1532 NA NA NA NA 736 1423 330 1606 NA NA NA
1557262800.0 10024.0 NA 234 678 93 0 NA NA NA NA 475 837 144 0 NA NA NA NA 896 1279 219 1423 NA NA NA NA 870 1499 356 1444 NA NA NA
1557262800.0 10024.1 NA 216 264 0 NA NA NA NA NA 487 363 0 NA NA NA NA NA 759 489 232 NA NA NA NA NA 1643 708 263 NA NA NA NA
1557262800.0 10024.2 NA 241 677 0 NA NA NA NA NA 474 835 0 NA NA NA NA NA 712 1260 1363 NA NA NA NA NA 745 930 1397 NA NA NA NA
1557262800.0 10024.3 NA 226 247 0 NA NA NA NA NA 481 340 0 NA NA NA NA NA 924 489 178 NA NA NA NA NA 756 448 186 NA NA NA NA
1557262800.0 10024.4 NA 244 681 0 NA NA NA NA NA 482 836 0 NA NA NA NA NA 1435 1327 1716 NA NA NA NA NA 1635 1002 1746 NA NA NA NA
1557262800.0 10024.5 NA 236 249 0 NA NA NA NA NA 481 361 0 NA NA NA NA NA 774 531 202 NA NA NA NA NA 555 915 314 NA NA NA NA
1557262800.0 10024.6 NA 214 668 0 NA NA NA NA NA 483 824 0 NA NA NA NA NA 868 1276 1368 NA NA NA NA NA 1815 1045 1393 NA NA NA NA
1557262800.0 10025.0 NA 211 550 82 0 NA NA NA NA 489 828 134 0 NA NA NA NA 843 1394 200 1472 NA NA NA NA 735 1487 317 1498 NA NA NA
