Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1558342800.0 1004.0 NA 222 96 0 0 0 0 NA 358 162 0 0 0 0 NA 1322 517 93 155 388 353 NA 2188 730 168 238 510 441
1558342800.0 102.0 94 NA NA NA NA NA NA 163 NA NA NA NA NA NA 772 NA NA NA NA NA NA 1417 NA NA NA NA NA NA
1558342800.0 103.0 44 0 0 NA NA NA NA 100 0 0 NA NA NA NA 567 360 2101 NA NA NA NA 989 405 2731 NA NA NA NA
1558342800.0 1030.0 NA 184 50 0 0 NA NA NA 370 98 0 0 NA NA NA 9976 366 88 116 NA NA NA 3611 384 277 302 NA NA
1558342800.0 10871.0 NA 271 421 0 83 169 NA NA 593 724 0 145 273 NA NA 2821 3258 2384 750 1122 NA NA 3702 4135 2561 1544 1482 NA
1558342800.0 122.0 43 0 0 NA NA NA NA 99 0 0 NA NA NA NA 616 293 2253 NA NA NA NA 966 433 3301 NA NA NA NA
1558342800.0 1325.5 NA 176 0 NA NA NA NA NA 272 0 NA NA NA NA NA 4618 155 NA NA NA NA NA 5892 435 NA NA NA NA
1558342800.0 1325.51 NA 168 0 NA NA NA NA NA 279 0 NA NA NA NA NA 2096 224 NA NA NA NA NA 1937 402 NA NA NA NA
1558342800.0 1329.1 NA 174 0 NA NA NA NA NA 302 0 NA NA NA NA NA 5311 155 NA NA NA NA NA 6054 483 NA NA NA NA
1558342800.0 136.733 NA 173 69 0 NA NA NA NA 305 131 0 NA NA NA NA 1519 409 519 NA NA NA NA 1511 623 750 NA NA NA
1558342800.0 136.7611 NA 181 0 NA NA NA NA NA 295 0 NA NA NA NA NA 5268 153 NA NA NA NA NA 6209 304 NA NA NA NA
1558342800.0 136.7721 NA 175 0 NA NA NA NA NA 292 0 NA NA NA NA NA 4883 138 NA NA NA NA NA 5786 230 NA NA NA NA
1558342800.0 136.7722 NA 170 0 NA NA NA NA NA 285 0 NA NA NA NA NA 5128 160 NA NA NA NA NA 5709 344 NA NA NA NA
1558342800.0 136.7801 NA 115 NA NA NA NA NA NA 172 NA NA NA NA NA NA 423 NA NA NA NA NA NA 1182 NA NA NA NA NA
1558342800.0 136.811 NA 119 475 0 NA NA NA NA 189 868 0 NA NA NA NA 615 13783 1011 NA NA NA NA 640 6732 1153 NA NA NA
1558342800.0 136.8311 NA 183 0 NA NA NA NA NA 294 0 NA NA NA NA NA 3076 187 NA NA NA NA NA 2800 360 NA NA NA NA
1558342800.0 200.0 NA 181 352 0 NA NA NA NA 616 676 0 NA NA NA NA 1043 2587 621 NA NA NA NA 1998 3780 1032 NA NA NA
1558342800.0 25.0 NA 131 316 0 82 NA NA NA 601 702 0 138 NA NA NA 2763 5047 652 839 NA NA NA 2773 4946 751 1189 NA NA
1558342800.0 4.22 NA 155 77 72 0 NA NA NA 263 130 144 0 NA NA NA 1241 417 332 435 NA NA NA 1273 446 438 726 NA NA
1558342800.0 4.28 NA 64 311 0 NA NA NA NA 131 631 0 NA NA NA NA 377 3608 2764 NA NA NA NA 1819 7095 4464 NA NA NA
1558342800.0 4007.0 44 0 0 NA NA NA NA 101 0 0 NA NA NA NA 558 304 2156 NA NA NA NA 1021 590 2924 NA NA NA NA
1558342800.0 513.0 16 35 0 NA NA NA NA 59 89 0 NA NA NA NA 855 265 174 NA NA NA NA 2659 436 309 NA NA NA NA
1558342800.0 516.0 16 42 0 NA NA NA NA 58 89 0 NA NA NA NA 836 237 187 NA NA NA NA 2620 432 364 NA NA NA NA
1558342800.0 519.0 16 34 0 NA NA NA NA 59 88 0 NA NA NA NA 847 257 183 NA NA NA NA 2895 430 350 NA NA NA NA
1558342800.0 521.0 16 35 0 NA NA NA NA 58 90 0 NA NA NA NA 799 257 185 NA NA NA NA 2502 430 321 NA NA NA NA
1558342800.0 523.0 15 43 0 NA NA NA NA 59 102 0 NA NA NA NA 1056 246 127 NA NA NA NA 2440 462 217 NA NA NA NA
1558342800.0 525.0 16 35 0 NA NA NA NA 58 90 0 NA NA NA NA 773 264 170 NA NA NA NA 1597 451 295 NA NA NA NA
1558342800.0 528.0 16 40 0 NA NA NA NA 59 90 0 NA NA NA NA 790 259 178 NA NA NA NA 1904 462 359 NA NA NA NA
1558342800.0 551.0 17 36 0 NA NA NA NA 59 91 0 NA NA NA NA 1358 282 184 NA NA NA NA 3794 454 331 NA NA NA NA
1558342800.0 555.0 16 38 0 NA NA NA NA 59 89 0 NA NA NA NA 1307 205 143 NA NA NA NA 2424 498 418 NA NA NA NA
