Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1557522000.0 1.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA
1557522000.0 10.0 NA 62 NA NA NA NA NA NA 142 NA NA NA NA NA NA 994 NA NA NA NA NA NA 2654 NA NA NA NA NA
1557522000.0 1000.0 NA 283 166 0 51 NA NA NA 368 262 0 86 NA NA NA 13874 6403 3277 1266 NA NA NA 17290 6589 3389 1375 NA NA
1557522000.0 10001.0 NA 112 NA NA NA NA NA NA 191 NA NA NA NA NA NA 2282 NA NA NA NA NA NA 5202 NA NA NA NA NA
1557522000.0 10002.0 NA 90 NA NA NA NA NA NA 171 NA NA NA NA NA NA 1365 NA NA NA NA NA NA 4338 NA NA NA NA NA
1557522000.0 10003.0 NA 114 NA NA NA NA NA NA 189 NA NA NA NA NA NA 1681 NA NA NA NA NA NA 5259 NA NA NA NA NA
1557522000.0 10004.0 NA 111 322 0 75 NA NA NA 191 377 0 111 NA NA NA 2184 10076 5446 1326 NA NA NA 5548 20140 8840 2699 NA NA
1557522000.0 10005.0 NA 112 NA NA NA NA NA NA 188 NA NA NA NA NA NA 1657 NA NA NA NA NA NA 5261 NA NA NA NA NA
1557522000.0 10006.0 NA 113 NA NA NA NA NA NA 191 NA NA NA NA NA NA 2288 NA NA NA NA NA NA 5176 NA NA NA NA NA
1557522000.0 10007.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1557522000.0 10008.0 NA 117 NA NA NA NA NA NA 194 NA NA NA NA NA NA 2414 NA NA NA NA NA NA 5171 NA NA NA NA NA
1557522000.0 10009.0 NA 112 0 NA NA NA NA NA 193 0 NA NA NA NA NA 2497 8246 NA NA NA NA NA 4766 16678 NA NA NA NA
1557522000.0 1001.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
