Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1557478800.0 1.0 61 82 182 NA NA NA NA 116 119 230 NA NA NA NA 6010 1664 4672 NA NA NA NA 9797 2918 5047 NA NA NA NA
1557478800.0 10.0 NA 112 0 NA NA NA NA NA 187 0 NA NA NA NA NA 10701 0 NA NA NA NA NA 16527 0 NA NA NA NA
1557478800.0 1000.0 NA 280 167 0 62 NA NA NA 369 262 0 86 NA NA NA 15155 6730 3424 1377 NA NA NA 19879 7627 4392 1641 NA NA
1557478800.0 10001.0 NA 89 NA NA NA NA NA NA 172 NA NA NA NA NA NA 1393 NA NA NA NA NA NA 3473 NA NA NA NA NA
1557478800.0 10002.0 NA 114 NA NA NA NA NA NA 188 NA NA NA NA NA NA 1582 NA NA NA NA NA NA 4709 NA NA NA NA NA
1557478800.0 10003.0 NA 119 331 0 NA NA NA NA 192 380 0 NA NA NA NA 2230 9069 5218 NA NA NA NA 4733 11103 6345 NA NA NA
1557478800.0 10004.0 NA 109 321 0 74 NA NA NA 191 377 0 111 NA NA NA 2338 9164 5009 1267 NA NA NA 5984 11841 5114 2015 NA NA
1557478800.0 10005.0 NA 118 320 0 74 NA NA NA 191 378 0 111 NA NA NA 2178 8949 5125 1189 NA NA NA 4749 10531 5543 2087 NA NA
1557478800.0 10006.0 NA 115 315 0 69 NA NA NA 191 373 0 107 NA NA NA 2242 8841 5013 1402 NA NA NA 4641 10476 5113 2954 NA NA
1557478800.0 10007.0 NA 121 0 NA NA NA NA NA 193 0 NA NA NA NA NA 2207 0 NA NA NA NA NA 5337 0 NA NA NA NA
1557478800.0 10008.0 NA 88 NA NA NA NA NA NA 171 NA NA NA NA NA NA 1418 NA NA NA NA NA NA 3521 NA NA NA NA NA
1557478800.0 10009.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1557478800.0 1001.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1557478800.0 1002.0 NA 266 73 NA NA NA NA NA 357 114 NA NA NA NA NA 15904 2239 NA NA NA NA NA 18853 3145 NA NA NA NA
1557478800.0 10023.0 NA 121 319 0 78 NA NA NA 194 377 0 110 NA NA NA 2217 8369 4708 991 NA NA NA 5157 10064 5333 1110 NA NA
1557478800.0 10024.0 NA 89 NA NA NA NA NA NA 169 NA NA NA NA NA NA 1674 NA NA NA NA NA NA 7371 NA NA NA NA NA
1557478800.0 10024.1 NA 118 182 0 NA NA NA NA 197 217 0 NA NA NA NA 2934 3601 1923 NA NA NA NA 5219 3871 2639 NA NA NA
1557478800.0 10024.2 NA 120 326 0 NA NA NA NA 197 385 0 NA NA NA NA 2818 9997 4780 NA NA NA NA 5925 13744 5623 NA NA NA
1557478800.0 10024.3 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1557478800.0 10025.0 NA 119 0 NA NA NA NA NA 195 0 NA NA NA NA NA 2575 0 NA NA NA NA NA 6565 0 NA NA NA NA
1557478800.0 10026.0 NA 119 327 0 77 NA NA NA 197 387 0 112 NA NA NA 2852 11626 5259 1160 NA NA NA 6663 13547 6962 2019 NA NA
1557478800.0 1004.0 NA 182 95 0 0 0 0 NA 268 131 0 0 0 0 NA 4875 1344 379 568 1158 1146 NA 11414 2812 617 765 1363 1275
1557478800.0 10059.0 NA 89 NA NA NA NA NA NA 170 NA NA NA NA NA NA 1650 NA NA NA NA NA NA 7370 NA NA NA NA NA
1557478800.0 10071.0 NA 120 0 NA NA NA NA NA 198 0 NA NA NA NA NA 2658 0 NA NA NA NA NA 5744 0 NA NA NA NA
1557478800.0 102.0 91 NA NA NA NA NA NA 145 NA NA NA NA NA NA 3870 NA NA NA NA NA NA 6770 NA NA NA NA NA NA
1557478800.0 10224.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1557478800.0 10225.0 NA 189 399 0 NA NA NA NA 274 498 0 NA NA NA NA 14222 18911 4671 NA NA NA NA 21685 24715 4788 NA NA NA
1557478800.0 103.0 46 0 0 NA NA NA NA 90 0 0 NA NA NA NA 2007 722 6460 NA NA NA NA 3921 1403 6683 NA NA NA NA
1557478800.0 1030.0 NA 150 45 0 0 NA NA NA 234 80 0 0 NA NA NA 43131 1154 274 277 NA NA NA 48836 1336 346 400 NA NA
1557478800.0 1040.0 NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 NA NA NA NA NA
1557478800.0 10424.0 NA 112 318 0 NA NA NA NA 193 382 0 NA NA NA NA 2852 10277 6248 NA NA NA NA 6766 12154 10455 NA NA NA
