Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1557349200.0 1.0 67 88 192 NA NA NA NA NA NA 120 124 233 NA NA NA NA NA NA 2442 640 2128 NA NA NA NA NA NA 2557 764 2306 NA NA NA NA NA NA
1557349200.0 10.0 NA 70 NA NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA NA 524 NA NA NA NA NA NA NA NA 1252 NA NA NA NA NA NA NA
1557349200.0 1000.0 NA 287 172 0 71 NA NA NA NA NA 373 267 0 91 NA NA NA NA NA 5204 2782 1657 637 NA NA NA NA NA 5408 2948 1693 680 NA NA NA NA
1557349200.0 10001.0 NA 115 333 0 80 NA NA NA NA NA 196 381 0 116 NA NA NA NA NA 1124 2679 1756 449 NA NA NA NA NA 1261 2855 1797 519 NA NA NA NA
1557349200.0 10002.0 NA 121 330 0 80 NA NA NA NA NA 196 382 0 116 NA NA NA NA NA 1134 3306 1863 497 NA NA NA NA NA 1239 3480 1912 556 NA NA NA NA
1557349200.0 10003.0 NA 122 337 0 82 NA NA NA NA NA 197 384 0 116 NA NA NA NA NA 817 3132 1712 433 NA NA NA NA NA 943 3259 1749 497 NA NA NA NA
1557349200.0 10004.0 NA 119 332 0 80 NA NA NA NA NA 196 381 0 116 NA NA NA NA NA 1167 3012 1934 537 NA NA NA NA NA 1272 3354 2044 654 NA NA NA NA
1557349200.0 10005.0 NA 119 328 0 86 NA NA NA NA NA 196 381 0 116 NA NA NA NA NA 909 3712 1845 498 NA NA NA NA NA 1127 3924 1895 576 NA NA NA NA
1557349200.0 10006.0 NA 118 326 0 82 NA NA NA NA NA 196 377 0 115 NA NA NA NA NA 1091 2480 1736 420 NA NA NA NA NA 1210 2582 1799 533 NA NA NA NA
1557349200.0 10007.0 NA 122 333 0 81 NA NA NA NA NA 198 382 0 116 NA NA NA NA NA 942 2462 1584 369 NA NA NA NA NA 1115 2613 1614 417 NA NA NA NA
1557349200.0 10008.0 NA 124 337 0 91 NA NA NA NA NA 199 382 0 116 NA NA NA NA NA 1130 2497 1610 369 NA NA NA NA NA 1226 2578 1640 453 NA NA NA NA
1557349200.0 10009.0 NA 121 326 0 81 NA NA NA NA NA 198 382 0 116 NA NA NA NA NA 1089 3905 2036 384 NA NA NA NA NA 1314 4213 2079 447 NA NA NA NA
1557349200.0 1001.0 NA 244 121 0 0 0 0 0 0 NA 327 157 0 0 0 0 0 0 NA 6729 1404 185 127 246 415 243 461 NA 7038 1497 234 148 300 445 274 489
1557349200.0 1002.0 NA 272 81 NA NA NA NA NA NA NA 362 121 NA NA NA NA NA NA NA 5490 1019 NA NA NA NA NA NA NA 5667 1057 NA NA NA NA NA NA
1557349200.0 10023.0 NA 124 330 0 82 NA NA NA NA NA 199 381 0 115 NA NA NA NA NA 802 2445 1609 373 NA NA NA NA NA 897 2520 1639 425 NA NA NA NA
1557349200.0 10024.0 NA 96 NA NA NA NA NA NA NA NA 176 NA NA NA NA NA NA NA NA 589 NA NA NA NA NA NA NA NA 708 NA NA NA NA NA NA NA
1557349200.0 10024.1 NA 122 187 0 NA NA NA NA NA NA 202 222 0 NA NA NA NA NA NA 1147 1672 831 NA NA NA NA NA NA 1312 1850 870 NA NA NA NA NA
1557349200.0 10024.2 NA 130 342 0 NA NA NA NA NA NA 202 388 0 NA NA NA NA NA NA 1067 2878 1601 NA NA NA NA NA NA 1162 2963 1630 NA NA NA NA NA
1557349200.0 10024.3 NA 96 NA NA NA NA NA NA NA NA 175 NA NA NA NA NA NA NA NA 591 NA NA NA NA NA NA NA NA 708 NA NA NA NA NA NA NA
1557349200.0 10024.4 NA 122 330 0 NA NA NA NA NA NA 202 386 0 NA NA NA NA NA NA 1409 2886 1578 NA NA NA NA NA NA 1520 3000 1606 NA NA NA NA NA
1557349200.0 10024.5 NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA
1557349200.0 10025.0 NA 121 338 0 93 NA NA NA NA NA 200 385 0 116 NA NA NA NA NA 1345 2689 1612 392 NA NA NA NA NA 1535 2870 1646 443 NA NA NA NA
1557349200.0 10026.0 NA 129 339 0 89 NA NA NA NA NA 202 391 0 117 NA NA NA NA NA 1415 3219 1638 394 NA NA NA NA NA 1517 3314 1668 501 NA NA NA NA
1557349200.0 1003.0 NA 239 0 NA NA NA NA NA NA NA 327 0 NA NA NA NA NA NA NA 7412 1306 NA NA NA NA NA NA NA 7792 1350 NA NA NA NA NA NA
1557349200.0 1004.0 NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA
1557349200.0 10042.0 NA 121 334 0 82 NA NA NA NA NA 200 386 0 117 NA NA NA NA NA 1294 3226 1898 428 NA NA NA NA NA 1550 3357 1941 651 NA NA NA NA
1557349200.0 10059.0 NA 128 337 0 81 NA NA NA NA NA 208 402 0 117 NA NA NA NA NA 1622 4347 1759 487 NA NA NA NA NA 2378 4460 1811 560 NA NA NA NA
1557349200.0 10071.0 NA 123 345 0 81 NA NA NA NA NA 203 390 0 117 NA NA NA NA NA 1427 2808 1631 406 NA NA NA NA NA 1533 2883 1667 461 NA NA NA NA
1557349200.0 101.0 94 NA NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA NA 2172 NA NA NA NA NA NA NA NA 2523 NA NA NA NA NA NA NA NA
1557349200.0 1010.0 NA 33 46 0 NA NA NA NA NA NA 107 80 0 NA NA NA NA NA NA 338 368 365 NA NA NA NA NA NA 784 763 403 NA NA NA NA NA
1557349200.0 102.0 99 NA NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA NA 1739 NA NA NA NA NA NA NA NA 1836 NA NA NA NA NA NA NA NA
1557349200.0 1020.0 NA 47 31 0 48 NA NA NA NA NA 119 66 0 120 NA NA NA NA NA 608 292 207 570 NA NA NA NA NA 1325 1119 301 670 NA NA NA NA
1557349200.0 10224.0 NA 194 404 0 NA NA NA NA NA NA 275 504 0 NA NA NA NA NA NA 7065 6380 1672 NA NA NA NA NA NA 8191 6617 1705 NA NA NA NA NA
1557349200.0 10225.0 NA 198 414 0 NA NA NA NA NA NA 282 503 0 NA NA NA NA NA NA 6910 5748 1598 NA NA NA NA NA NA 7320 5961 1629 NA NA NA NA NA
1557349200.0 103.0 53 0 0 NA NA NA NA NA NA 96 0 0 NA NA NA NA NA NA 965 368 2699 NA NA NA NA NA NA 1043 400 2956 NA NA NA NA NA NA
1557349200.0 1030.0 NA 156 46 0 0 NA NA NA NA NA 238 85 0 0 NA NA NA NA NA 16916 610 139 113 NA NA NA NA NA 18876 664 358 152 NA NA NA NA
1557349200.0 1040.0 NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA
1557349200.0 1040.1 NA 73 35 0 NA NA NA NA NA NA 150 67 0 NA NA NA NA NA NA 820 337 314 NA NA NA NA NA NA 1070 435 561 NA NA NA NA NA
1557349200.0 10424.0 NA 117 331 0 NA NA NA NA NA NA 198 386 0 NA NA NA NA NA NA 1479 3427 1747 NA NA NA NA NA NA 1850 3594 1910 NA NA NA NA NA
1557349200.0 105.0 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 341 NA NA NA NA NA NA NA NA 644 NA NA NA NA NA NA NA NA
1557349200.0 106.0 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 298 NA NA NA NA NA NA NA NA 600 NA NA NA NA NA NA NA NA
1557349200.0 107.0 67 91 262 NA NA NA NA NA NA 122 128 315 NA NA NA NA NA NA 4439 1025 3521 NA NA NA NA NA NA 4756 1111 3761 NA NA NA NA NA NA
1557349200.0 108.0 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 357 NA NA NA NA NA NA NA NA 1021 NA NA NA NA NA NA NA NA
1557349200.0 10801.0 NA 206 361 0 90 179 NA NA NA NA 290 410 0 123 239 NA NA NA NA 3579 2928 3060 540 905 NA NA NA NA 4747 3063 3106 616 971 NA NA NA
1557349200.0 10802.0 NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA
1557349200.0 10803.0 NA 211 358 0 0 NA NA NA NA NA 296 414 0 0 NA NA NA NA NA 3752 3524 3223 0 NA NA NA NA NA 5005 3769 3267 0 NA NA NA NA
1557349200.0 10804.0 NA 202 360 0 90 175 NA NA NA NA 289 410 0 123 238 NA NA NA NA 3693 3810 5095 897 1454 NA NA NA NA 4601 4101 5193 1011 1567 NA NA NA
1557349200.0 10805.0 NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA
1557349200.0 10806.0 NA 201 0 NA NA NA NA NA NA NA 289 0 NA NA NA NA NA NA NA 3893 0 NA NA NA NA NA NA NA 5368 0 NA NA NA NA NA NA
1557349200.0 10807.0 NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA
1557349200.0 10808.0 NA 207 358 0 102 179 NA NA NA NA 291 411 0 135 238 NA NA NA NA 2907 3523 3638 819 1246 NA NA NA NA 3173 3750 3690 887 1330 NA NA NA
1557349200.0 10809.0 NA 201 359 0 108 181 NA NA NA NA 292 412 0 134 238 NA NA NA NA 3907 3669 3545 765 1160 NA NA NA NA 4121 3931 3591 840 1260 NA NA NA
1557349200.0 10824.0 NA 220 364 0 103 181 NA NA NA NA 312 428 0 137 241 NA NA NA NA 4179 4587 3534 783 1490 NA NA NA NA 5174 4774 3600 851 1565 NA NA NA
1557349200.0 10824.1 NA 219 202 0 NA NA NA NA NA NA 312 238 0 NA NA NA NA NA NA 3762 1958 900 NA NA NA NA NA NA 3887 2173 948 NA NA NA NA NA
1557349200.0 10824.5 NA 218 110 0 NA NA NA NA NA NA 312 147 0 NA NA NA NA NA NA 2900 1264 329 NA NA NA NA NA NA 3037 1413 367 NA NA NA NA NA
1557349200.0 10824.6 NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA
1557349200.0 10824.7 NA 223 365 0 102 181 NA NA NA NA 318 428 0 137 241 NA NA NA NA 4120 4086 3620 864 1408 NA NA NA NA 5243 4241 3691 935 1497 NA NA NA
1557349200.0 10824.8 NA 221 363 0 104 178 NA NA NA NA 312 428 0 137 241 NA NA NA NA 4083 3959 3569 797 1267 NA NA NA NA 5234 4119 3640 872 1342 NA NA NA
1557349200.0 10826.0 NA 220 375 0 98 180 NA NA NA NA 308 427 0 134 240 NA NA NA NA 4540 4021 3092 649 954 NA NA NA NA 5737 4196 3125 723 1016 NA NA NA
1557349200.0 10842.7 NA 216 356 0 101 177 NA NA NA NA 303 414 0 135 238 NA NA NA NA 4017 3535 3598 737 1264 NA NA NA NA 4800 3666 3653 810 1362 NA NA NA
1557349200.0 10859.0 NA 215 370 0 113 186 NA NA NA NA 307 427 0 135 240 NA NA NA NA 3786 4484 3039 584 888 NA NA NA NA 3979 4637 3071 632 972 NA NA NA
1557349200.0 10871.0 NA 215 360 0 90 181 NA NA NA NA 299 419 0 124 240 NA NA NA NA 3882 3856 3548 700 1453 NA NA NA NA 4988 4098 3610 786 1526 NA NA NA
1557349200.0 109.0 68 94 277 NA NA NA NA NA NA 122 129 319 NA NA NA NA NA NA 6117 781 2473 NA NA NA NA NA NA 7304 965 2577 NA NA NA NA NA NA
1557349200.0 11.0 NA 104 286 0 75 NA NA NA NA NA 180 338 0 108 NA NA NA NA NA 3468 2375 974 313 NA NA NA NA NA 3582 2625 1018 366 NA NA NA NA
1557349200.0 110.0 64 0 NA NA NA NA NA NA NA 103 0 NA NA NA NA NA NA NA 1310 0 NA NA NA NA NA NA NA 1656 0 NA NA NA NA NA NA NA
1557349200.0 1102.0 NA 69 NA NA NA NA NA NA NA NA 149 NA NA NA NA NA NA NA NA 551 NA NA NA NA NA NA NA NA 1416 NA NA NA NA NA NA NA
1557349200.0 11024.0 NA 303 472 0 194 NA NA NA NA NA 401 563 0 241 NA NA NA NA NA 9659 8170 3012 821 NA NA NA NA NA 9921 8381 3045 872 NA NA NA NA
1557349200.0 11024.2 NA 301 462 0 182 NA NA NA NA NA 399 564 0 241 NA NA NA NA NA 10739 8682 3134 900 NA NA NA NA NA 11514 8918 3841 959 NA NA NA NA
1557349200.0 11024.3 NA 302 464 0 181 NA NA NA NA NA 400 563 0 241 NA NA NA NA NA 13296 8675 3225 887 NA NA NA NA NA 13633 8905 3559 943 NA NA NA NA
1557349200.0 11024.6 NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 3558 NA NA NA NA NA NA NA NA 4683 NA NA NA NA NA NA NA
1557349200.0 11025.0 NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 1927 NA NA NA NA NA NA NA NA 2113 NA NA NA NA NA NA NA
1557349200.0 111.0 67 90 263 NA NA NA NA NA NA 121 127 315 NA NA NA NA NA NA 3301 675 3105 NA NA NA NA NA NA 3726 800 3419 NA NA NA NA NA NA
1557349200.0 112.0 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 271 NA NA NA NA NA NA NA NA 401 NA NA NA NA NA NA NA NA
1557349200.0 11224.0 NA 208 361 0 NA NA NA NA NA NA 302 422 0 NA NA NA NA NA NA 3616 4835 4194 NA NA NA NA NA NA 3782 5065 4244 NA NA NA NA NA
1557349200.0 11224.6 NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA
1557349200.0 113.0 68 95 263 NA NA NA NA NA NA 122 128 315 NA NA NA NA NA NA 3497 969 3114 NA NA NA NA NA NA 3835 1051 3290 NA NA NA NA NA NA
1557349200.0 114.0 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 841 NA NA NA NA NA NA NA NA 1043 NA NA NA NA NA NA NA NA
