Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1558429200.0 136.7611 NA 190 0 NA 314 0 NA 5508 180 NA 5795 438
1558429200.0 512.0 16 36 0 57 89 0 2567 307 195 7206 635 751
1558429200.0 515.0 16 36 0 57 88 0 2561 311 254 7234 740 788
1558429200.0 551.0 16 37 0 57 90 0 1329 285 198 3697 377 361
