Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1557612000.0 1.0 52 80 124 NA NA NA NA NA 98 147 184 NA NA NA NA NA 1454 267 751 NA NA NA NA NA 1507 486 800 NA NA NA NA NA
1557612000.0 10.0 NA 79 196 0 NA NA NA NA NA 150 257 0 NA NA NA NA NA 1797 1680 418 NA NA NA NA NA 1948 1828 490 NA NA NA NA
1557612000.0 1000.0 NA 214 127 0 38 NA NA NA NA 287 185 0 79 NA NA NA NA 2534 538 469 125 NA NA NA NA 2760 758 525 237 NA NA NA
1557612000.0 1001.0 NA 191 169 0 0 0 0 0 NA 253 218 0 0 0 0 0 NA 1511 363 5 51 511 28 548 NA 1680 450 16 72 548 59 575
1557612000.0 1002.0 NA 211 60 NA NA NA NA NA NA 274 100 NA NA NA NA NA NA 1862 139 NA NA NA NA NA NA 2036 169 NA NA NA NA NA
1557612000.0 10021.0 NA 85 128 0 NA NA NA NA NA 180 180 0 NA NA NA NA NA 496 502 168 NA NA NA NA NA 739 562 206 NA NA NA NA
1557612000.0 10023.0 NA 86 129 0 NA NA NA NA NA 180 181 0 NA NA NA NA NA 439 364 180 NA NA NA NA NA 597 415 323 NA NA NA NA
1557612000.0 10024.0 NA 92 131 0 NA NA NA NA NA 180 186 0 NA NA NA NA NA 506 500 205 NA NA NA NA NA 574 620 219 NA NA NA NA
1557612000.0 10025.0 NA 87 130 0 NA NA NA NA NA 180 180 0 NA NA NA NA NA 454 382 188 NA NA NA NA NA 739 475 203 NA NA NA NA
1557612000.0 10026.0 NA 91 132 0 NA NA NA NA NA 180 186 0 NA NA NA NA NA 519 544 206 NA NA NA NA NA 596 702 222 NA NA NA NA
1557612000.0 1003.0 NA 175 0 NA NA NA NA NA NA 250 0 NA NA NA NA NA NA 2366 302 NA NA NA NA NA NA 2630 364 NA NA NA NA NA
1557612000.0 1004.0 NA 179 132 0 0 0 0 NA NA 241 180 0 0 0 0 NA NA 432 232 6 50 508 521 NA NA 686 258 15 59 516 525 NA
1557612000.0 101.0 82 NA NA NA NA NA NA NA 142 NA NA NA NA NA NA NA 951 NA NA NA NA NA NA NA 1065 NA NA NA NA NA NA NA
1557612000.0 102.0 82 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 622 NA NA NA NA NA NA NA 649 NA NA NA NA NA NA NA
1557612000.0 10224.0 NA 124 0 NA NA NA NA NA NA 193 0 NA NA NA NA NA NA 2141 0 NA NA NA NA NA NA 2835 0 NA NA NA NA NA
1557612000.0 10225.0 NA 130 199 0 NA NA NA NA NA 194 274 0 NA NA NA NA NA 2356 2035 255 NA NA NA NA NA 3007 2785 345 NA NA NA NA
1557612000.0 103.0 48 75 187 NA NA NA NA NA 94 149 254 NA NA NA NA NA 522 166 276 NA NA NA NA NA 551 189 308 NA NA NA NA NA
1557612000.0 105.0 53 75 22 NA NA NA NA NA 98 149 54 NA NA NA NA NA 2206 392 2 NA NA NA NA NA 2525 499 19 NA NA NA NA NA
1557612000.0 106.0 37 0 0 NA NA NA NA NA 77 0 0 NA NA NA NA NA 404 109 185 NA NA NA NA NA 436 129 234 NA NA NA NA NA
1557612000.0 107.0 53 84 189 NA NA NA NA NA 99 149 254 NA NA NA NA NA 2756 301 395 NA NA NA NA NA 2881 368 523 NA NA NA NA NA
1557612000.0 108.0 54 82 190 NA NA NA NA NA 101 149 254 NA NA NA NA NA 3714 322 450 NA NA NA NA NA 3933 413 542 NA NA NA NA NA
1557612000.0 109.0 55 79 189 NA NA NA NA NA 101 149 254 NA NA NA NA NA 4119 331 480 NA NA NA NA NA 4338 404 598 NA NA NA NA NA
1557612000.0 11.0 NA 76 204 0 51 NA NA NA NA 150 264 0 91 NA NA NA NA 1445 726 450 36 NA NA NA NA 1564 849 552 120 NA NA NA
1557612000.0 110.0 44 77 188 NA NA NA NA NA 85 149 254 NA NA NA NA NA 628 363 457 NA NA NA NA NA 722 409 572 NA NA NA NA NA
1557612000.0 1102.0 NA 88 204 111 67 NA NA NA NA 150 262 175 113 NA NA NA NA 1835 2102 1886 139 NA NA NA NA 1869 2179 1941 155 NA NA NA
1557612000.0 111.0 52 76 187 NA NA NA NA NA 98 149 254 NA NA NA NA NA 1718 233 340 NA NA NA NA NA 1783 253 431 NA NA NA NA NA
1557612000.0 112.0 53 77 188 NA NA NA NA NA 99 149 254 NA NA NA NA NA 2704 309 402 NA NA NA NA NA 2859 417 559 NA NA NA NA NA
1557612000.0 113.0 54 76 187 NA NA NA NA NA 100 149 254 NA NA NA NA NA 2798 307 384 NA NA NA NA NA 2969 399 535 NA NA NA NA NA
