Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1557612000.0 1.0 88 82 197 NA NA NA NA NA 186 367 321 NA NA NA NA NA 2282 569 1125 NA NA NA NA NA 2192 1170 1841 NA NA NA NA NA
1557612000.0 10.0 NA 122 468 0 NA NA NA NA NA 368 569 0 NA NA NA NA NA 2716 3121 525 NA NA NA NA NA 2648 2089 661 NA NA NA NA
1557612000.0 1000.0 NA 393 155 0 44 NA NA NA NA 501 255 0 89 NA NA NA NA 3941 1557 866 364 NA NA NA NA 5918 1935 1188 713 NA NA NA
1557612000.0 10001.0 NA 187 657 87 0 NA NA NA NA 484 825 135 0 NA NA NA NA 1717 2595 470 2007 NA NA NA NA 2083 4911 1136 2377 NA NA NA
1557612000.0 10002.0 NA 221 662 85 0 NA NA NA NA 493 826 133 0 NA NA NA NA 1710 2405 426 1697 NA NA NA NA 3279 3597 821 1882 NA NA NA
1557612000.0 10003.0 NA 224 668 84 0 NA NA NA NA 486 826 135 0 NA NA NA NA 1722 2504 433 1718 NA NA NA NA 2828 4089 741 1836 NA NA NA
1557612000.0 10004.0 NA 215 662 93 0 NA NA NA NA 487 822 136 0 NA NA NA NA 1751 2256 457 1729 NA NA NA NA 3220 2547 781 1936 NA NA NA
1557612000.0 10005.0 NA 221 663 84 0 NA NA NA NA 485 824 136 0 NA NA NA NA 1705 2219 452 1714 NA NA NA NA 3326 2503 1010 1998 NA NA NA
1557612000.0 10006.0 NA 218 657 83 0 NA NA NA NA 478 825 134 0 NA NA NA NA 1683 2426 567 1683 NA NA NA NA 3211 3944 1277 1807 NA NA NA
1557612000.0 10007.0 NA 223 664 94 0 NA NA NA NA 478 825 145 0 NA NA NA NA 1737 2587 588 1744 NA NA NA NA 3266 4421 1440 1877 NA NA NA
1557612000.0 10008.0 NA 191 662 93 0 NA NA NA NA 478 823 145 0 NA NA NA NA 1704 2523 466 1904 NA NA NA NA 3853 3966 838 2124 NA NA NA
1557612000.0 10009.0 NA 222 662 95 0 NA NA NA NA 486 794 146 0 NA NA NA NA 1696 2574 544 1728 NA NA NA NA 3756 5625 1601 1980 NA NA NA
1557612000.0 1001.0 NA 362 178 0 0 0 0 0 NA 460 230 0 0 0 0 0 NA 2377 577 87 101 278 138 278 NA 3532 1174 246 217 432 285 467
1557612000.0 1002.0 NA 416 72 NA NA NA NA NA NA 508 123 NA NA NA NA NA NA 3251 394 NA NA NA NA NA NA 2538 395 NA NA NA NA NA
1557612000.0 10023.0 NA 189 658 88 0 NA NA NA NA 481 823 135 0 NA NA NA NA 1803 2529 451 2162 NA NA NA NA 3493 2604 708 2302 NA NA NA
