Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1557612000.0 124.2 327 NA NA NA NA NA NA NA 510 NA NA NA NA NA NA NA 1254 NA NA NA NA NA NA NA 1167 NA NA NA NA NA NA NA
1557612000.0 124.4 296 NA NA NA NA NA NA NA 513 NA NA NA NA NA NA NA 1158 NA NA NA NA NA NA NA 1569 NA NA NA NA NA NA NA
1557612000.0 124.5 338 NA NA NA NA NA NA NA 501 NA NA NA NA NA NA NA 1144 NA NA NA NA NA NA NA 1029 NA NA NA NA NA NA NA
1557612000.0 124.6 276 NA NA NA NA NA NA NA 510 NA NA NA NA NA NA NA 1526 NA NA NA NA NA NA NA 1887 NA NA NA NA NA NA NA
1557612000.0 125.0 85 83 434 NA NA NA NA NA 188 360 536 NA NA NA NA NA 2820 499 1681 NA NA NA NA NA 2104 710 1824 NA NA NA NA NA
1557612000.0 126.0 65 80 433 NA NA NA NA NA 149 360 535 NA NA NA NA NA 1479 589 1513 NA NA NA NA NA 1762 1513 1652 NA NA NA NA NA
1557612000.0 127.0 65 83 429 NA NA NA NA NA 126 360 550 NA NA NA NA NA 1289 524 1515 NA NA NA NA NA 1602 872 1673 NA NA NA NA NA
1557612000.0 128.0 60 85 428 NA NA NA NA NA 123 368 533 NA NA NA NA NA 1249 689 2213 NA NA NA NA NA 1349 1027 2607 NA NA NA NA NA
1557612000.0 129.0 57 78 424 NA NA NA NA NA 123 360 541 NA NA NA NA NA 1175 517 1820 NA NA NA NA NA 1664 1514 2994 NA NA NA NA NA
1557612000.0 13.0 NA 90 437 0 NA NA NA NA NA 374 557 0 NA NA NA NA NA 530 2366 569 NA NA NA NA NA 1389 3161 664 NA NA NA NA
1557612000.0 130.0 64 85 428 NA NA NA NA NA 133 368 534 NA NA NA NA NA 1210 754 2250 NA NA NA NA NA 1742 1280 2585 NA NA NA NA NA
1557612000.0 1301.0 90 106 220 NA NA NA NA NA 152 370 348 NA NA NA NA NA 1151 584 1167 NA NA NA NA NA 1296 524 1935 NA NA NA NA NA
1557612000.0 1302.0 94 107 227 NA NA NA NA NA 167 377 348 NA NA NA NA NA 4605 716 1451 NA NA NA NA NA 3531 1379 2385 NA NA NA NA NA
1557612000.0 1303.0 83 106 229 NA NA NA NA NA 158 377 346 NA NA NA NA NA 7013 622 1609 NA NA NA NA NA 5330 1073 2023 NA NA NA NA NA
1557612000.0 1306.0 NA 94 547 0 NA NA NA NA NA 384 655 0 NA NA NA NA NA 489 1728 656 NA NA NA NA NA 1350 2042 880 NA NA NA NA
1557612000.0 1307.0 NA 92 182 46 0 NA NA NA NA 375 261 87 0 NA NA NA NA 578 801 173 282 NA NA NA NA 1814 1840 346 876 NA NA NA
1557612000.0 1308.0 NA 91 176 45 0 NA NA NA NA 375 255 86 0 NA NA NA NA 565 708 170 284 NA NA NA NA 1023 1034 335 564 NA NA NA
1557612000.0 1309.0 NA 106 566 0 NA NA NA NA NA 384 688 0 NA NA NA NA NA 600 1970 681 NA NA NA NA NA 646 1908 879 NA NA NA NA
1557612000.0 131.0 61 79 427 NA NA NA NA NA 142 360 530 NA NA NA NA NA 1572 466 1653 NA NA NA NA NA 1732 601 2041 NA NA NA NA NA
1557612000.0 1310.0 NA 108 562 0 NA NA NA NA NA 386 675 0 NA NA NA NA NA 843 2552 961 NA NA NA NA NA 1423 2923 1220 NA NA NA NA
1557612000.0 1311.0 NA 95 484 0 57 NA NA NA NA 377 618 0 105 NA NA NA NA 549 1367 705 260 NA NA NA NA 1263 2005 884 602 NA NA NA
1557612000.0 1312.0 NA 106 563 0 NA NA NA NA NA 384 683 0 NA NA NA NA NA 690 2196 710 NA NA NA NA NA 1952 3601 932 NA NA NA NA
1557612000.0 1313.0 NA 104 568 0 NA NA NA NA NA 384 689 0 NA NA NA NA NA 596 2362 726 NA NA NA NA NA 2247 3002 1174 NA NA NA NA
1557612000.0 1314.0 NA 108 565 0 NA NA NA NA NA 382 680 0 NA NA NA NA NA 842 2511 949 NA NA NA NA NA 1207 2789 1129 NA NA NA NA
1557612000.0 1315.0 NA 99 556 0 NA NA NA NA NA 378 670 0 NA NA NA NA NA 729 2448 919 NA NA NA NA NA 1166 3090 1097 NA NA NA NA
1557612000.0 1316.0 NA 94 549 0 NA NA NA NA NA 376 668 0 NA NA NA NA NA 519 1924 680 NA NA NA NA NA 1227 2666 816 NA NA NA NA
1557612000.0 1317.0 NA 94 550 0 NA NA NA NA NA 376 667 0 NA NA NA NA NA 588 2137 727 NA NA NA NA NA 1954 2928 898 NA NA NA NA
1557612000.0 1318.0 NA 94 551 0 NA NA NA NA NA 384 686 0 NA NA NA NA NA 565 1982 725 NA NA NA NA NA 1575 2673 869 NA NA NA NA
1557612000.0 1319.0 NA 99 550 0 NA NA NA NA NA 385 676 0 NA NA NA NA NA 735 2423 790 NA NA NA NA NA 1364 2990 891 NA NA NA NA
1557612000.0 132.0 94 90 434 NA NA NA NA NA 176 360 542 NA NA NA NA NA 6385 796 2510 NA NA NA NA NA 3405 719 2752 NA NA NA NA NA
1557612000.0 1320.0 NA 96 549 0 NA NA NA NA NA 376 658 0 NA NA NA NA NA 620 2024 722 NA NA NA NA NA 1182 2453 794 NA NA NA NA
1557612000.0 1321.0 NA 101 559 0 NA NA NA NA NA 385 671 0 NA NA NA NA NA 750 2402 869 NA NA NA NA NA 1342 2620 1052 NA NA NA NA
1557612000.0 1322.0 NA 97 552 0 NA NA NA NA NA 384 662 0 NA NA NA NA NA 499 1772 660 NA NA NA NA NA 1184 1974 834 NA NA NA NA
1557612000.0 1323.0 NA 94 543 0 NA NA NA NA NA 384 683 0 NA NA NA NA NA 695 1939 697 NA NA NA NA NA 5873 3536 1020 NA NA NA NA
1557612000.0 1324.0 NA 109 563 0 NA NA NA NA NA 378 692 0 NA NA NA NA NA 849 2631 828 NA NA NA NA NA 1147 2800 932 NA NA NA NA
1557612000.0 1325.0 NA 108 571 0 67 NA NA NA NA 384 697 0 116 NA NA NA NA 620 2033 665 249 NA NA NA NA 590 2137 741 539 NA NA NA
1557612000.0 1325.1 NA 108 219 0 NA NA NA NA NA 376 284 0 NA NA NA NA NA 694 826 332 NA NA NA NA NA 1566 970 403 NA NA NA NA
1557612000.0 1325.2 NA 112 569 0 NA NA NA NA NA 385 673 0 NA NA NA NA NA 859 2673 828 NA NA NA NA NA 1278 2805 924 NA NA NA NA
1557612000.0 1325.3 NA 112 207 0 NA NA NA NA NA 386 283 0 NA NA NA NA NA 822 1034 395 NA NA NA NA NA 1258 1142 457 NA NA NA NA
1557612000.0 1325.4 NA 107 569 0 NA NA NA NA NA 384 671 0 NA NA NA NA NA 590 2003 659 NA NA NA NA NA 1167 2088 765 NA NA NA NA
1557612000.0 1325.5 NA 193 0 NA NA NA NA NA NA 295 0 NA NA NA NA NA NA 5053 173 NA NA NA NA NA NA 6696 325 NA NA NA NA NA
1557612000.0 1325.51 NA 173 0 NA NA NA NA NA NA 250 0 NA NA NA NA NA NA 1615 144 NA NA NA NA NA NA 1701 311 NA NA NA NA NA
1557612000.0 1325.6 NA 164 NA NA NA NA NA NA NA 243 NA NA NA NA NA NA NA 2904 NA NA NA NA NA NA NA 4705 NA NA NA NA NA NA
1557612000.0 1325.7 NA 166 0 NA NA NA NA NA NA 243 0 NA NA NA NA NA NA 2298 125 NA NA NA NA NA NA 1569 192 NA NA NA NA NA
1557612000.0 1325.8 NA 161 0 NA NA NA NA NA NA 240 0 NA NA NA NA NA NA 2663 156 NA NA NA NA NA NA 2260 285 NA NA NA NA NA
1557612000.0 1325.9 NA 160 0 NA NA NA NA NA NA 234 0 NA NA NA NA NA NA 1832 122 NA NA NA NA NA NA 1315 236 NA NA NA NA NA
1557612000.0 1326.0 NA 101 556 0 NA NA NA NA NA 384 681 0 NA NA NA NA NA 509 1823 664 NA NA NA NA NA 1099 2481 940 NA NA NA NA
1557612000.0 1327.0 NA 107 560 0 NA NA NA NA NA 385 683 0 NA NA NA NA NA 997 2448 900 NA NA NA NA NA 1122 2806 1112 NA NA NA NA
1557612000.0 1328.0 NA 112 567 0 NA NA NA NA NA 382 680 0 NA NA NA NA NA 937 2613 665 NA NA NA NA NA 1320 2840 771 NA NA NA NA
1557612000.0 1329.0 NA 98 551 0 NA NA NA NA NA 379 682 0 NA NA NA NA NA 623 2076 741 NA NA NA NA NA 1168 2974 922 NA NA NA NA
1557612000.0 1329.1 NA 179 0 NA NA NA NA NA NA 257 0 NA NA NA NA NA NA 2008 126 NA NA NA NA NA NA 1585 214 NA NA NA NA NA
1557612000.0 133.0 92 90 443 NA NA NA NA NA 195 360 540 NA NA NA NA NA 5972 657 2153 NA NA NA NA NA 3554 1039 2094 NA NA NA NA NA
1557612000.0 1330.0 NA 104 555 0 NA NA NA NA NA 377 676 0 NA NA NA NA NA 640 2088 701 NA NA NA NA NA 1514 3594 1007 NA NA NA NA
1557612000.0 1331.0 NA 108 562 0 NA NA NA NA NA 385 676 0 NA NA NA NA NA 1382 2568 920 NA NA NA NA NA 2119 3049 1060 NA NA NA NA
1557612000.0 1332.0 NA 121 572 0 NA NA NA NA NA 385 672 0 NA NA NA NA NA 554 1874 643 NA NA NA NA NA 573 2295 791 NA NA NA NA
1557612000.0 1333.0 NA 100 553 0 NA NA NA NA NA 384 686 0 NA NA NA NA NA 528 1795 674 NA NA NA NA NA 1393 1971 887 NA NA NA NA
1557612000.0 1334.0 NA 116 572 0 NA NA NA NA NA 386 681 0 NA NA NA NA NA 840 2655 958 NA NA NA NA NA 1543 2810 1160 NA NA NA NA
1557612000.0 1335.0 NA 112 404 0 NA NA NA NA NA 385 664 0 NA NA NA NA NA 601 1923 643 NA NA NA NA NA 809 2783 767 NA NA NA NA
1557612000.0 1336.0 NA 106 568 0 NA NA NA NA NA 384 679 0 NA NA NA NA NA 679 2614 712 NA NA NA NA NA 1726 2753 891 NA NA NA NA
1557612000.0 1337.0 NA 114 576 0 NA NA NA NA NA 385 677 0 NA NA NA NA NA 952 3271 766 NA NA NA NA NA 1457 3035 862 NA NA NA NA
1557612000.0 1338.0 NA 113 569 0 NA NA NA NA NA 386 686 0 NA NA NA NA NA 895 2631 943 NA NA NA NA NA 1159 2669 1118 NA NA NA NA
1557612000.0 1339.0 NA 107 572 0 NA NA NA NA NA 384 700 0 NA NA NA NA NA 668 2294 755 NA NA NA NA NA 1910 3200 988 NA NA NA NA
1557612000.0 134.0 NA 431 41 0 NA NA NA NA NA 519 77 0 NA NA NA NA NA 3073 118 65 NA NA NA NA NA 2061 165 99 NA NA NA NA
1557612000.0 134.701 NA 29 509 0 NA NA NA NA NA 87 606 0 NA NA NA NA NA 390 6251 681 NA NA NA NA NA 761 3607 710 NA NA NA NA
1557612000.0 134.702 NA 31 500 0 NA NA NA NA NA 88 600 0 NA NA NA NA NA 304 6013 683 NA NA NA NA NA 401 2951 936 NA NA NA NA
1557612000.0 134.703 NA 33 518 0 NA NA NA NA NA 90 614 0 NA NA NA NA NA 351 7255 783 NA NA NA NA NA 552 3554 835 NA NA NA NA
1557612000.0 134.704 NA 31 503 0 NA NA NA NA NA 83 600 0 NA NA NA NA NA 312 6129 759 NA NA NA NA NA 922 3755 1004 NA NA NA NA
1557612000.0 134.705 NA 34 517 0 NA NA NA NA NA 93 612 0 NA NA NA NA NA 336 6611 834 NA NA NA NA NA 1150 3914 1631 NA NA NA NA
1557612000.0 134.706 NA 31 512 0 NA NA NA NA NA 86 621 0 NA NA NA NA NA 297 6763 797 NA NA NA NA NA 756 4059 939 NA NA NA NA
1557612000.0 134.707 NA 34 506 0 NA NA NA NA NA 93 599 0 NA NA NA NA NA 395 7377 816 NA NA NA NA NA 694 3578 856 NA NA NA NA
1557612000.0 134.708 NA 31 506 0 NA NA NA NA NA 89 601 0 NA NA NA NA NA 395 7755 822 NA NA NA NA NA 751 4246 889 NA NA NA NA
1557612000.0 134.709 NA 35 686 0 NA NA NA NA NA 88 794 0 NA NA NA NA NA 422 8383 1055 NA NA NA NA NA 878 4101 1172 NA NA NA NA
1557612000.0 134.71 NA 32 496 0 NA NA NA NA NA 84 589 0 NA NA NA NA NA 393 4717 650 NA NA NA NA NA 897 3067 755 NA NA NA NA
1557612000.0 134.801 NA 33 500 0 NA NA NA NA NA 90 606 0 NA NA NA NA NA 299 4501 638 NA NA NA NA NA 363 2535 728 NA NA NA NA
1557612000.0 134.802 NA 29 508 0 NA NA NA NA NA 90 606 0 NA NA NA NA NA 377 7744 654 NA NA NA NA NA 1419 4146 983 NA NA NA NA
1557612000.0 134.803 NA 30 504 0 NA NA NA NA NA 90 607 0 NA NA NA NA NA 320 6980 716 NA NA NA NA NA 1055 3869 874 NA NA NA NA
1557612000.0 134.804 NA 29 514 0 NA NA NA NA NA 87 628 0 NA NA NA NA NA 326 7578 725 NA NA NA NA NA 1418 4140 922 NA NA NA NA
1557612000.0 134.805 NA 43 521 0 NA NA NA NA NA 95 626 0 NA NA NA NA NA 393 9682 1011 NA NA NA NA NA 503 4165 1115 NA NA NA NA
1557612000.0 134.806 NA 31 518 0 NA NA NA NA NA 92 627 0 NA NA NA NA NA 354 7662 695 NA NA NA NA NA 749 3359 799 NA NA NA NA
1557612000.0 134.807 NA 89 548 0 NA NA NA NA NA 196 681 0 NA NA NA NA NA 1680 8634 899 NA NA NA NA NA 2193 4019 959 NA NA NA NA
1557612000.0 134.808 NA 92 554 0 NA NA NA NA NA 197 676 0 NA NA NA NA NA 1732 8819 837 NA NA NA NA NA 1802 4075 893 NA NA NA NA
1557612000.0 134.809 NA 34 506 0 NA NA NA NA NA 89 626 0 NA NA NA NA NA 309 7180 745 NA NA NA NA NA 849 4590 1003 NA NA NA NA
1557612000.0 134.81 NA 30 511 0 NA NA NA NA NA 90 609 0 NA NA NA NA NA 436 10300 833 NA NA NA NA NA 885 4933 962 NA NA NA NA
