Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1557954000.0 1.0 77 141 195 NA NA NA NA 225 612 595 NA NA NA NA 1066 524 1477 NA NA NA NA 961 435 1842 NA NA NA NA
1557954000.0 1002.0 NA 314 78 NA NA NA NA NA 654 166 NA NA NA NA NA 3871 563 NA NA NA NA NA 2749 501 NA NA NA NA
1557954000.0 10024.1 NA 187 188 0 NA NA NA NA 551 363 0 NA NA NA NA 956 1116 794 NA NA NA NA 998 1840 1079 NA NA NA
1557954000.0 10024.3 NA 193 189 0 NA NA NA NA 643 376 0 NA NA NA NA 945 1028 716 NA NA NA NA 751 1113 1105 NA NA NA
1557954000.0 1003.0 NA 282 0 NA NA NA NA NA 683 0 NA NA NA NA NA 3737 804 NA NA NA NA NA 2269 1323 NA NA NA NA
1557954000.0 1004.0 NA 215 91 0 0 0 0 NA 372 158 0 0 0 0 NA 1209 539 98 188 842 824 NA 2161 1104 224 423 1049 1122
1557954000.0 103.0 40 0 0 NA NA NA NA 102 0 0 NA NA NA NA 494 265 1923 NA NA NA NA 1235 367 2120 NA NA NA NA
1557954000.0 1030.0 NA 194 45 0 0 NA NA NA 451 119 0 0 NA NA NA 8063 365 88 95 NA NA NA 3674 331 516 756 NA NA
1557954000.0 106.0 40 0 0 NA NA NA NA 103 0 0 NA NA NA NA 494 261 1922 NA NA NA NA 1642 280 2835 NA NA NA NA
1557954000.0 107.0 76 109 286 NA NA NA NA 220 611 620 NA NA NA NA 1956 533 2076 NA NA NA NA 1567 2245 2473 NA NA NA NA
1557954000.0 10804.0 NA 248 390 0 85 153 NA NA 662 734 0 150 275 NA NA 1963 2532 2334 587 902 NA NA 5252 5277 3649 773 1178 NA
1557954000.0 10824.5 NA 296 159 0 NA NA NA NA 732 278 0 NA NA NA NA 2498 807 200 NA NA NA NA 2190 1639 487 NA NA NA
1557954000.0 10824.6 NA 289 413 0 93 168 NA NA 737 758 0 182 304 NA NA 2192 2925 2510 514 933 NA NA 3989 5311 4057 811 1187 NA
1557954000.0 110.0 58 157 280 NA NA NA NA 149 608 656 NA NA NA NA 586 484 1986 NA NA NA NA 2552 387 2558 NA NA NA NA
1557954000.0 11024.0 NA 549 777 0 167 NA NA NA 1042 1134 0 302 NA NA NA 8688 9101 2859 1064 NA NA NA 4562 4409 2948 1209 NA NA
1557954000.0 11024.2 NA 542 721 0 174 NA NA NA 956 1077 0 313 NA NA NA 8778 9277 2971 1061 NA NA NA 4578 5194 3029 1159 NA NA
1557954000.0 11024.3 NA 522 747 0 170 NA NA NA 976 1082 0 301 NA NA NA 8509 9205 2878 1041 NA NA NA 4562 4441 2952 1124 NA NA
1557954000.0 11024.6 NA 545 772 0 173 NA NA NA 1091 1163 0 299 NA NA NA 8745 8926 2877 1031 NA NA NA 4558 4336 2977 1109 NA NA
1557954000.0 11025.0 NA 579 762 0 169 NA NA NA 1025 1227 0 294 NA NA NA 8368 8712 2863 1020 NA NA NA 5183 4384 2933 1091 NA NA
1557954000.0 111.0 71 140 289 NA NA NA NA 220 606 648 NA NA NA NA 1204 437 1988 NA NA NA NA 3323 396 2292 NA NA NA NA
1557954000.0 11824.0 NA 558 619 0 169 NA NA NA 905 1131 0 307 NA NA NA 7637 7731 1673 907 NA NA NA 5665 6158 1737 997 NA NA
1557954000.0 11825.0 NA 455 686 0 172 NA NA NA 749 1107 0 307 NA NA NA 6865 7887 1623 834 NA NA NA 6102 6123 1693 924 NA NA
1557954000.0 119.0 78 154 280 NA NA NA NA 237 614 626 NA NA NA NA 1858 538 2053 NA NA NA NA 2556 451 2580 NA NA NA NA
1557954000.0 122.0 39 0 0 NA NA NA NA 102 0 0 NA NA NA NA 451 226 1731 NA NA NA NA 1732 1084 2152 NA NA NA NA
1557954000.0 125.0 79 142 279 NA NA NA NA 227 613 650 NA NA NA NA 1762 545 2048 NA NA NA NA 1769 414 2320 NA NA NA NA
1557954000.0 126.0 58 166 278 NA NA NA NA 181 609 659 NA NA NA NA 1142 466 1993 NA NA NA NA 1920 352 2237 NA NA NA NA
1557954000.0 127.0 57 107 279 NA NA NA NA 147 606 659 NA NA NA NA 913 513 1992 NA NA NA NA 1925 1264 2182 NA NA NA NA
1557954000.0 128.0 55 138 271 NA NA NA NA 146 607 627 NA NA NA NA 546 498 1919 NA NA NA NA 1977 549 2183 NA NA NA NA
1557954000.0 129.0 57 127 272 NA NA NA NA 156 610 608 NA NA NA NA 556 463 1942 NA NA NA NA 1960 483 2158 NA NA NA NA
1557954000.0 130.0 57 160 276 NA NA NA NA 149 608 656 NA NA NA NA 599 485 1976 NA NA NA NA 2199 561 2700 NA NA NA NA
1557954000.0 1301.0 69 152 196 NA NA NA NA 174 627 601 NA NA NA NA 1183 556 1498 NA NA NA NA 1009 634 2378 NA NA NA NA
1557954000.0 1301.17 63 178 219 NA NA NA NA 156 630 665 NA NA NA NA 1273 797 1604 NA NA NA NA 1089 939 2093 NA NA NA NA
1557954000.0 1302.0 83 150 213 NA NA NA NA 195 619 645 NA NA NA NA 3017 632 1794 NA NA NA NA 1749 558 2446 NA NA NA NA
1557954000.0 1302.17 66 185 233 NA NA NA NA 161 630 567 NA NA NA NA 3391 874 1888 NA NA NA NA 1953 908 1913 NA NA NA NA
1557954000.0 1302.18 67 255 206 NA NA NA NA 164 667 609 NA NA NA NA 3089 1902 1177 NA NA NA NA 4102 1793 1376 NA NA NA NA
1557954000.0 1303.0 75 172 217 NA NA NA NA 175 619 571 NA NA NA NA 5555 506 1862 NA NA NA NA 4445 437 1682 NA NA NA NA
1557954000.0 1303.17 71 185 243 NA NA NA NA 169 620 620 NA NA NA NA 5896 692 1994 NA NA NA NA 4627 459 1850 NA NA NA NA
1557954000.0 1304.18 64 256 205 153 NA NA NA 163 670 648 253 NA NA NA 2468 1788 1074 801 NA NA NA 2631 1548 1315 852 NA NA NA
1557954000.0 1306.0 NA 158 333 0 NA NA NA NA 585 710 0 NA NA NA NA 598 2317 1047 NA NA NA NA 770 2785 1421 NA NA NA
