Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1558216800.0 103.0 46 75 182 NA NA 91 148 254 NA NA 536 185 333 NA NA 567 214 374 NA NA
1558216800.0 105.0 52 75 21 NA NA 97 148 54 NA NA 1537 301 3 NA NA 1601 346 10 NA NA
1558216800.0 109.0 57 81 189 NA NA 101 149 254 NA NA 4275 340 560 NA NA 4336 360 843 NA NA
1558216800.0 1102.0 NA 84 198 120 75 NA 151 262 175 112 NA 1858 2281 1677 148 NA 1976 2557 1719 158
1558216800.0 117.0 57 78 196 NA NA 101 149 254 NA NA 4117 353 498 NA NA 4196 383 526 NA NA
1558216800.0 123.3 162 NA NA NA NA 221 NA NA NA NA 317 NA NA NA NA 378 NA NA NA NA
1558216800.0 124.1 165 NA NA NA NA 230 NA NA NA NA 314 NA NA NA NA 349 NA NA NA NA
1558216800.0 124.4 167 NA NA NA NA 230 NA NA NA NA 319 NA NA NA NA 378 NA NA NA NA
1558216800.0 124.5 168 NA NA NA NA 230 NA NA NA NA 329 NA NA NA NA 398 NA NA NA NA
1558216800.0 126.0 45 73 185 NA NA 89 148 254 NA NA 731 286 378 NA NA 774 321 475 NA NA
1558216800.0 130.0 45 72 186 NA NA 84 148 254 NA NA 437 287 359 NA NA 474 321 395 NA NA
1558216800.0 1302.0 63 143 171 NA NA 109 199 234 NA NA 5111 598 1039 NA NA 5319 827 1242 NA NA
1558216800.0 1303.0 65 146 183 NA NA 111 198 239 NA NA 6755 805 1672 NA NA 7032 1042 2044 NA NA
1558216800.0 1325.0 NA 168 251 0 75 NA 229 316 0 109 NA 532 1131 1304 110 NA 616 1238 1333 171
1558216800.0 134.702 NA 38 230 0 NA NA 82 295 0 NA NA 148 4759 367 NA NA 180 4932 382 NA
1558216800.0 134.703 NA 37 231 0 NA NA 86 313 0 NA NA 155 4901 383 NA NA 169 5139 398 NA
1558216800.0 134.704 NA 44 228 0 NA NA 82 303 0 NA NA 143 4754 405 NA NA 164 5368 427 NA
1558216800.0 134.705 NA 41 233 0 NA NA 86 315 0 NA NA 145 5127 397 NA NA 188 5317 418 NA
1558216800.0 134.706 NA 45 233 0 NA NA 85 316 0 NA NA 148 5265 381 NA NA 162 5718 395 NA
1558216800.0 134.707 NA 47 235 0 NA NA 85 304 0 NA NA 142 4528 392 NA NA 170 4697 418 NA
1558216800.0 134.708 NA 39 232 0 NA NA 85 303 0 NA NA 138 4485 418 NA NA 177 4766 439 NA
1558216800.0 134.709 NA 48 238 0 NA NA 85 305 0 NA NA 146 4627 378 NA NA 161 4746 398 NA
1558216800.0 134.802 NA 43 236 0 NA NA 86 312 0 NA NA 185 6259 397 NA NA 234 7570 425 NA
1558216800.0 134.803 NA 38 230 0 NA NA 87 312 0 NA NA 177 5472 381 NA NA 204 5747 404 NA
1558216800.0 134.804 NA 41 238 0 NA NA 84 311 0 NA NA 194 6328 452 NA NA 213 6486 527 NA
1558216800.0 134.805 NA 35 236 0 NA NA 86 319 0 NA NA 194 6217 458 NA NA 220 6397 578 NA
1558216800.0 134.806 NA 34 228 0 NA NA 83 315 0 NA NA 206 7156 474 NA NA 234 7572 496 NA
1558216800.0 134.807 NA 86 249 0 NA NA 145 337 0 NA NA 617 6477 487 NA NA 642 6945 514 NA
1558216800.0 134.808 NA 76 251 0 NA NA 145 334 0 NA NA 685 6648 505 NA NA 766 6894 541 NA
1558216800.0 134.809 NA 44 233 0 NA NA 83 307 0 NA NA 181 5754 388 NA NA 216 7056 427 NA
1558216800.0 134.81 NA 37 229 0 NA NA 85 311 0 NA NA 181 5668 372 NA NA 210 5982 391 NA
1558216800.0 134.811 NA 37 233 0 NA NA 84 309 0 NA NA 186 6393 457 NA NA 229 6734 532 NA
1558216800.0 134.902 NA 37 224 0 NA NA 88 297 0 NA NA 163 4519 375 NA NA 199 4748 394 NA
1558216800.0 134.903 NA 38 226 0 NA NA 88 293 0 NA NA 155 4003 365 NA NA 184 4133 384 NA
1558216800.0 134.904 NA 44 228 0 NA NA 85 301 0 NA NA 161 4906 397 NA NA 178 5148 429 NA
1558216800.0 134.905 NA 41 227 0 NA NA 86 294 0 NA NA 164 3957 393 NA NA 191 4191 412 NA
1558216800.0 134.906 NA 35 228 0 NA NA 86 302 0 NA NA 168 4800 391 NA NA 222 5234 409 NA
1558216800.0 134.907 NA 77 242 0 NA NA 145 315 0 NA NA 492 4740 461 NA NA 558 5225 536 NA
1558216800.0 134.908 NA 89 249 0 NA NA 148 317 0 NA NA 486 4609 422 NA NA 510 5004 448 NA
1558216800.0 134.909 NA 41 226 0 NA NA 86 289 0 NA NA 161 4263 366 NA NA 191 4451 385 NA
1558216800.0 134.911 NA 36 227 0 NA NA 85 296 0 NA NA 160 4025 389 NA NA 189 4210 411 NA
1558216800.0 134.99601 NA 37 230 0 NA NA 84 307 0 NA NA 209 6811 459 NA NA 231 7178 511 NA
1558216800.0 134.99602 NA 35 225 0 NA NA 85 302 0 NA NA 162 3821 376 NA NA 207 3993 396 NA
1558216800.0 134.99603 NA 45 232 0 NA NA 85 307 0 NA NA 184 5609 385 NA NA 234 6999 426 NA
