Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1557612000.0 1.0 53 84 128 NA NA NA NA NA 98 146 183 NA NA NA NA NA 1978 384 673 NA NA NA NA NA 2025 408 723 NA NA NA NA NA
1557612000.0 10.0 NA 79 192 0 NA NA NA NA NA 150 256 0 NA NA NA NA NA 1820 1720 609 NA NA NA NA NA 1868 1780 651 NA NA NA NA
1557612000.0 1000.0 NA 214 126 0 40 NA NA NA NA 286 184 0 79 NA NA NA NA 2251 506 482 127 NA NA NA NA 2318 673 503 187 NA NA NA
1557612000.0 1001.0 NA 191 169 0 0 0 0 0 NA 253 218 0 0 0 0 0 NA 1575 387 6 66 527 28 500 NA 1627 433 10 74 538 41 511
1557612000.0 1002.0 NA 212 60 NA NA NA NA NA NA 279 100 NA NA NA NA NA NA 2354 175 NA NA NA NA NA NA 2470 187 NA NA NA NA NA
1557612000.0 10021.0 NA 88 129 0 NA NA NA NA NA 181 180 0 NA NA NA NA NA 684 723 236 NA NA NA NA NA 797 832 252 NA NA NA NA
1557612000.0 10023.0 NA 88 133 0 NA NA NA NA NA 181 181 0 NA NA NA NA NA 587 490 235 NA NA NA NA NA 698 583 253 NA NA NA NA
1557612000.0 10024.0 NA 94 135 0 NA NA NA NA NA 181 185 0 NA NA NA NA NA 658 655 287 NA NA NA NA NA 751 753 309 NA NA NA NA
1557612000.0 10025.0 NA 88 135 0 NA NA NA NA NA 181 180 0 NA NA NA NA NA 548 488 221 NA NA NA NA NA 628 542 235 NA NA NA NA
1557612000.0 10026.0 NA 92 136 0 NA NA NA NA NA 181 186 0 NA NA NA NA NA 693 642 211 NA NA NA NA NA 819 707 224 NA NA NA NA
1557612000.0 1003.0 NA 180 0 NA NA NA NA NA NA 251 0 NA NA NA NA NA NA 3012 374 NA NA NA NA NA NA 3140 396 NA NA NA NA NA
1557612000.0 1004.0 NA 179 136 0 0 0 0 NA NA 241 180 0 0 0 0 NA NA 526 281 7 58 667 565 NA NA 568 314 12 74 680 578 NA
1557612000.0 101.0 83 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 781 NA NA NA NA NA NA NA 799 NA NA NA NA NA NA NA
1557612000.0 102.0 83 NA NA NA NA NA NA NA 140 NA NA NA NA NA NA NA 629 NA NA NA NA NA NA NA 797 NA NA NA NA NA NA NA
1557612000.0 10224.0 NA 126 205 0 NA NA NA NA NA 194 277 0 NA NA NA NA NA 1967 1548 181 NA NA NA NA NA 2455 2137 193 NA NA NA NA
1557612000.0 10225.0 NA 124 211 0 NA NA NA NA NA 194 276 0 NA NA NA NA NA 2081 1587 190 NA NA NA NA NA 2553 2032 201 NA NA NA NA
1557612000.0 103.0 48 77 189 NA NA NA NA NA 91 148 254 NA NA NA NA NA 510 160 298 NA NA NA NA NA 533 187 343 NA NA NA NA NA
1557612000.0 105.0 53 77 19 NA NA NA NA NA 97 149 54 NA NA NA NA NA 1444 286 2 NA NA NA NA NA 1481 303 12 NA NA NA NA NA
1557612000.0 106.0 46 0 0 NA NA NA NA NA 77 0 0 NA NA NA NA NA 372 127 161 NA NA NA NA NA 392 139 183 NA NA NA NA NA
1557612000.0 107.0 51 76 187 NA NA NA NA NA 98 148 254 NA NA NA NA NA 2737 316 426 NA NA NA NA NA 2802 354 472 NA NA NA NA NA
1557612000.0 108.0 55 79 191 NA NA NA NA NA 100 148 254 NA NA NA NA NA 3712 342 526 NA NA NA NA NA 3813 373 596 NA NA NA NA NA
1557612000.0 109.0 55 80 191 NA NA NA NA NA 101 148 254 NA NA NA NA NA 4395 348 553 NA NA NA NA NA 4483 407 608 NA NA NA NA NA
1557612000.0 11.0 NA 76 200 0 60 NA NA NA NA 149 264 0 90 NA NA NA NA 1421 781 639 30 NA NA NA NA 1440 816 655 42 NA NA NA
1557612000.0 110.0 54 85 191 NA NA NA NA NA 89 148 254 NA NA NA NA NA 609 406 471 NA NA NA NA NA 629 434 533 NA NA NA NA NA
1557612000.0 1102.0 NA 82 198 110 72 NA NA NA NA 150 262 175 112 NA NA NA NA 2320 3147 2168 159 NA NA NA NA 2371 3508 2291 179 NA NA NA
1557612000.0 111.0 52 84 191 NA NA NA NA NA 98 149 254 NA NA NA NA NA 2199 318 448 NA NA NA NA NA 2240 341 502 NA NA NA NA NA
1557612000.0 112.0 53 76 188 NA NA NA NA NA 99 148 254 NA NA NA NA NA 2802 321 432 NA NA NA NA NA 2846 353 469 NA NA NA NA NA
1557612000.0 113.0 54 77 191 NA NA NA NA NA 99 149 254 NA NA NA NA NA 2875 317 420 NA NA NA NA NA 2928 354 468 NA NA NA NA NA
1557612000.0 114.0 53 76 188 NA NA NA NA NA 99 148 254 NA NA NA NA NA 2588 305 419 NA NA NA NA NA 2623 342 460 NA NA NA NA NA
1557612000.0 115.0 54 83 190 NA NA NA NA NA 100 148 254 NA NA NA NA NA 3461 330 446 NA NA NA NA NA 3524 368 510 NA NA NA NA NA
1557612000.0 116.0 55 75 191 NA NA NA NA NA 100 149 254 NA NA NA NA NA 3224 320 456 NA NA NA NA NA 3265 350 516 NA NA NA NA NA
1557612000.0 117.0 57 80 191 NA NA NA NA NA 101 149 254 NA NA NA NA NA 5762 412 617 NA NA NA NA NA 5853 433 651 NA NA NA NA NA
1557612000.0 118.0 54 78 189 NA NA NA NA NA 100 149 254 NA NA NA NA NA 3149 324 490 NA NA NA NA NA 3195 354 542 NA NA NA NA NA
1557612000.0 119.0 53 76 190 NA NA NA NA NA 99 148 254 NA NA NA NA NA 2777 315 419 NA NA NA NA NA 2825 335 445 NA NA NA NA NA
1557612000.0 12.0 NA 78 197 0 NA NA NA NA NA 149 258 0 NA NA NA NA NA 1628 1812 615 NA NA NA NA NA 1674 1950 640 NA NA NA NA
1557612000.0 120.0 46 74 190 NA NA NA NA NA 88 148 254 NA NA NA NA NA 356 259 308 NA NA NA NA NA 378 281 350 NA NA NA NA NA
1557612000.0 121.0 55 78 191 NA NA NA NA NA 100 148 254 NA NA NA NA NA 4240 341 518 NA NA NA NA NA 4305 375 554 NA NA NA NA NA
1557612000.0 122.0 52 77 193 NA NA NA NA NA 97 149 254 NA NA NA NA NA 941 232 294 NA NA NA NA NA 977 257 337 NA NA NA NA NA
1557612000.0 123.1 177 NA NA NA NA NA NA NA 237 NA NA NA NA NA NA NA 616 NA NA NA NA NA NA NA 661 NA NA NA NA NA NA NA
1557612000.0 123.2 179 NA NA NA NA NA NA NA 238 NA NA NA NA NA NA NA 698 NA NA NA NA NA NA NA 747 NA NA NA NA NA NA NA
1557612000.0 123.3 165 NA NA NA NA NA NA NA 221 NA NA NA NA NA NA NA 440 NA NA NA NA NA NA NA 508 NA NA NA NA NA NA NA
1557612000.0 124.1 172 NA NA NA NA NA NA NA 230 NA NA NA NA NA NA NA 352 NA NA NA NA NA NA NA 380 NA NA NA NA NA NA NA
