Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1558429200.0 136.8311 NA 181 0 NA NA 275 0 NA NA 2178 113 NA NA 1783 233 NA
1558429200.0 136.839 NA 110 343 0 NA 196 501 0 NA 688 3802 1282 NA 1524 4245 1419
1558429200.0 136.8521 NA 182 0 NA NA 303 0 NA NA 3010 153 NA NA 4648 477 NA
1558429200.0 140.53 NA 298 0 NA NA 442 0 NA NA 3158 415 NA NA 2466 828 NA
1558429200.0 144.6 NA 303 NA NA NA 418 NA NA NA 2416 NA NA NA 3023 NA NA
1558429200.0 150.1 NA 194 229 0 NA 561 425 0 NA 501 871 494 NA 1059 2299 869
1558429200.0 2017.13 374 0 NA NA 745 0 NA NA 1280 375 NA NA 1878 851 NA NA
1558429200.0 2017.4 374 0 139 NA 726 0 209 NA 934 258 822 NA 1005 357 1117 NA
1558429200.0 2017.8 190 NA NA NA 305 NA NA NA 555 NA NA NA 887 NA NA NA
1558429200.0 2018.13 375 0 NA NA 739 0 NA NA 1314 384 NA NA 1908 885 NA NA
1558429200.0 2018.2 314 0 130 NA 738 0 201 NA 1079 312 811 NA 1805 675 1128 NA
1558429200.0 2018.5 372 0 133 NA 725 0 210 NA 1018 249 820 NA 1197 385 1424 NA
1558429200.0 2018.6 368 0 128 NA 729 0 205 NA 1267 341 1057 NA 2109 962 1818 NA
1558429200.0 2018.7 389 0 131 NA 745 0 216 NA 1015 270 831 NA 1268 542 1159 NA
1558429200.0 2018.8 191 NA NA NA 325 NA NA NA 567 NA NA NA 768 NA NA NA
1558429200.0 20261.97 429 NA NA NA 638 NA NA NA 5485 NA NA NA 3242 NA NA NA
1558429200.0 250399.0 259 NA NA NA 601 NA NA NA 1168 NA NA NA 1957 NA NA NA
1558429200.0 250400.17 400 0 133 NA 735 0 210 NA 1699 361 1108 NA 2785 851 1491 NA
1558429200.0 250405.18 414 0 141 NA 787 0 226 NA 1539 255 868 NA 1805 457 878 NA
1558429200.0 250406.17 389 0 130 NA 784 0 204 NA 1415 355 1094 NA 2334 681 2569 NA
1558429200.0 250406.18 448 0 138 NA 748 0 222 NA 1281 257 893 NA 1079 475 1694 NA
1558429200.0 250407.18 374 0 136 NA 750 0 217 NA 1375 253 888 NA 1326 415 2491 NA
1558429200.0 250408.0 350 0 128 NA 712 0 211 NA 1520 324 1076 NA 2610 724 2042 NA
1558429200.0 250408.18 426 0 139 NA 741 0 224 NA 1763 267 944 NA 1611 461 1628 NA
1558429200.0 250409.0 371 0 133 NA 692 0 209 NA 1880 339 1195 NA 2303 760 2012 NA
1558429200.0 250409.18 421 0 141 NA 745 0 218 NA 1869 255 1002 NA 2084 308 1497 NA
1558429200.0 25406.17 563 0 130 NA 772 0 208 NA 3888 359 999 NA 3504 642 2053 NA
1558429200.0 4.23 NA 72 298 0 NA 131 440 0 NA 418 3532 1007 NA 927 3154 1162
1558429200.0 4.25 NA 60 296 0 NA 121 436 0 NA 399 3630 868 NA 869 3022 1037
1558429200.0 4.27 NA 62 299 0 NA 132 446 0 NA 388 4340 954 NA 1074 3308 1107
1558429200.0 4.34 NA 69 301 0 NA 134 456 0 NA 453 4052 956 NA 791 4110 1211
1558429200.0 4.57 NA 69 332 0 NA 116 462 0 NA 390 8073 824 NA 874 4967 1259
1558429200.0 4.61 NA 32 326 0 NA 98 493 0 NA 345 6959 778 NA 539 4149 936
1558429200.0 4.73 NA 35 318 0 NA 97 464 0 NA 302 7324 772 NA 597 4104 910
1558429200.0 4.74 NA 38 313 0 NA 96 436 0 NA 329 6356 764 NA 739 4625 900
1558429200.0 4.78 NA 48 319 0 NA 119 470 0 NA 335 7607 767 NA 972 5121 892
1558429200.0 5.1 304 0 NA NA 687 0 NA NA 1225 342 NA NA 2217 845 NA NA
1558429200.0 5.2 226 0 NA NA 685 0 NA NA 1153 327 NA NA 2293 1272 NA NA
1558429200.0 5.3 227 0 NA NA 641 0 NA NA 1188 315 NA NA 4905 1330 NA NA
1558429200.0 5.4 309 0 NA NA 715 0 NA NA 1173 316 NA NA 2014 703 NA NA
1558429200.0 5.5 307 0 NA NA 689 0 NA NA 1153 313 NA NA 2342 665 NA NA
1558429200.0 5.6 293 0 NA NA 696 0 NA NA 1251 324 NA NA 2131 702 NA NA
1558429200.0 5.7 309 0 NA NA 719 0 NA NA 1175 297 NA NA 2104 608 NA NA
1558429200.0 500199.0 224 NA NA NA 587 NA NA NA 2561 NA NA NA 1937 NA NA NA
1558429200.0 50202.0 NA 192 423 0 NA 601 634 0 NA 1619 3789 672 NA 2243 3830 915
1558429200.0 503.0 42 0 NA NA 87 0 NA NA 247 155 NA NA 841 573 NA NA
1558429200.0 504.0 43 0 NA NA 86 0 NA NA 223 199 NA NA 1589 1701 NA NA
1558429200.0 505.0 46 0 NA NA 86 0 NA NA 227 150 NA NA 1350 393 NA NA
1558429200.0 506.0 37 0 NA NA 88 0 NA NA 242 147 NA NA 1105 475 NA NA
1558429200.0 507.0 38 0 NA NA 85 0 NA NA 243 195 NA NA 2111 1676 NA NA
1558429200.0 508.0 37 0 NA NA 86 0 NA NA 219 156 NA NA 782 718 NA NA
1558429200.0 509.0 36 0 NA NA 86 0 NA NA 229 154 NA NA 1443 605 NA NA
1558429200.0 510.0 37 0 NA NA 86 0 NA NA 300 172 NA NA 1037 801 NA NA
1558429200.0 511.0 49 0 NA NA 92 0 NA NA 9413 137 NA NA 13170 283 NA NA
1558429200.0 512.0 19 37 0 NA 68 93 0 NA 2339 230 150 NA 33169 1082 502 NA
1558429200.0 513.0 19 45 0 NA 68 92 0 NA 700 206 170 NA 11030 774 849 NA
1558429200.0 514.0 19 39 0 NA 67 93 0 NA 373 234 139 NA 1270 1057 386 NA
1558429200.0 515.0 19 37 0 NA 68 92 0 NA 2349 218 154 NA 33190 1081 488 NA
1558429200.0 516.0 21 40 0 NA 71 93 0 NA 517 136 107 NA 1321 523 492 NA
1558429200.0 517.0 19 39 0 NA 68 93 0 NA 886 201 148 NA 1463 883 456 NA
1558429200.0 518.0 19 36 0 NA 67 92 0 NA 2338 217 167 NA 32571 791 667 NA
1558429200.0 519.0 19 45 0 NA 67 93 0 NA 734 227 199 NA 11340 755 1306 NA
1558429200.0 520.0 19 38 0 NA 67 93 0 NA 923 244 156 NA 3069 2007 447 NA
1558429200.0 521.0 21 50 0 NA 67 93 0 NA 526 140 100 NA 1060 440 348 NA
1558429200.0 522.0 19 37 0 NA 68 92 0 NA 2324 213 166 NA 31532 1142 847 NA
1558429200.0 524.0 19 38 0 NA 67 93 0 NA 938 217 155 NA 2588 822 427 NA
1558429200.0 525.0 21 41 0 NA 68 95 0 NA 516 150 104 NA 1975 491 243 NA
1558429200.0 526.0 19 36 0 NA 67 91 0 NA 2327 212 160 NA 31532 918 823 NA
1558429200.0 527.0 19 37 0 NA 64 94 0 NA 911 196 165 NA 1761 491 804 NA
1558429200.0 528.0 21 41 0 NA 67 94 0 NA 518 141 97 NA 1665 527 150 NA
1558429200.0 529.0 19 36 0 NA 67 93 0 NA 2358 214 158 NA 32644 840 919 NA
1558429200.0 530.0 19 43 0 NA 67 94 0 NA 889 227 158 NA 1592 876 478 NA
1558429200.0 531.0 47 0 NA NA 195 0 NA NA 212 152 NA NA 846 493 NA NA
1558429200.0 534.0 46 0 NA NA 105 0 NA NA 238 153 NA NA 1272 854 NA NA
1558429200.0 535.0 103 0 NA NA 191 0 NA NA 3731 149 NA NA 4760 432 NA NA
1558429200.0 541.0 46 0 NA NA 103 0 NA NA 215 158 NA NA 776 890 NA NA
1558429200.0 545.0 52 0 NA NA 97 0 NA NA 233 153 NA NA 916 480 NA NA
1558429200.0 552.0 19 45 0 NA 68 93 0 NA 869 231 150 NA 1483 883 451 NA
1558429200.0 554.0 25 46 0 NA 63 94 0 NA 1759 230 159 NA 4418 739 737 NA
1558429200.0 556.0 19 47 0 NA 68 95 0 NA 333 245 137 NA 772 1157 377 NA
1558429200.0 560.0 37 0 NA NA 87 0 NA NA 205 167 NA NA 747 643 NA NA
1558429200.0 561.0 43 0 NA NA 87 0 NA NA 196 165 NA NA 498 807 NA NA
