Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1558429200.0 1003.0 NA 254 0 NA NA 377 0 NA NA 2924 676 NA NA 2758 984 NA
1558429200.0 101.0 93 NA NA NA 160 NA NA NA 924 NA NA NA 1219 NA NA NA
1558429200.0 1010.0 NA 26 43 0 NA 88 99 0 NA 149 209 166 NA 858 435 512
1558429200.0 102.0 88 NA NA NA 160 NA NA NA 853 NA NA NA 2017 NA NA NA
1558429200.0 1040.1 NA 79 31 0 NA 143 75 0 NA 486 172 134 NA 1479 886 323
1558429200.0 10824.5 NA 276 175 0 NA 629 243 0 NA 1879 472 110 NA 2350 916 226
1558429200.0 122.0 48 0 0 NA 108 0 0 NA 707 163 1350 NA 1008 258 1650 NA
1558429200.0 123.1 298 NA NA NA 680 NA NA NA 1257 NA NA NA 2554 NA NA NA
1558429200.0 123.2 298 NA NA NA 725 NA NA NA 1302 NA NA NA 2421 NA NA NA
1558429200.0 123.3 221 NA NA NA 688 NA NA NA 1049 NA NA NA 4435 NA NA NA
1558429200.0 124.1 290 NA NA NA 685 NA NA NA 1067 NA NA NA 3421 NA NA NA
1558429200.0 124.2 302 NA NA NA 716 NA NA NA 1151 NA NA NA 3349 NA NA NA
1558429200.0 124.4 292 NA NA NA 685 NA NA NA 1010 NA NA NA 2907 NA NA NA
1558429200.0 124.5 282 NA NA NA 684 NA NA NA 1143 NA NA NA 2053 NA NA NA
1558429200.0 124.6 226 NA NA NA 685 NA NA NA 1180 NA NA NA 2685 NA NA NA
1558429200.0 1301.17 75 160 215 NA 141 591 377 NA 1347 592 1191 NA 880 585 1509 NA
1558429200.0 1304.18 77 247 180 138 147 701 371 221 2314 1956 839 1133 1753 2334 1475 1233
1558429200.0 1325.5 NA 169 0 NA NA 277 0 NA NA 7022 173 NA NA 9163 311 NA
1558429200.0 1325.51 NA 156 0 NA NA 248 0 NA NA 2101 188 NA NA 4834 946 NA
1558429200.0 1325.6 NA 202 NA NA NA 315 NA NA NA 3928 NA NA NA 4996 NA NA
1558429200.0 1325.7 NA 188 0 NA NA 305 0 NA NA 4986 171 NA NA 6859 571 NA
1558429200.0 1325.8 NA 184 0 NA NA 300 0 NA NA 4977 166 NA NA 6962 442 NA
1558429200.0 1329.1 NA 183 0 NA NA 283 0 NA NA 8582 176 NA NA 10580 359 NA
1558429200.0 1336.0 NA 139 340 0 NA 608 466 0 NA 665 2790 918 NA 1794 3558 1550
1558429200.0 134.808 NA 102 358 0 NA 223 587 0 NA 1322 8877 917 NA 2252 4651 1542
1558429200.0 134.811 NA 37 332 0 NA 110 477 0 NA 316 7826 809 NA 638 4724 985
1558429200.0 134.813 NA 153 64 0 NA 267 113 0 NA 1034 202 421 NA 1778 604 761
1558429200.0 134.99603 NA 36 328 0 NA 108 457 0 NA 322 7171 793 NA 887 3989 949
1558429200.0 135.13 319 0 NA NA 726 0 NA NA 1203 324 NA NA 2079 599 NA NA
1558429200.0 135.2 254 0 121 NA 689 0 213 NA 1150 255 992 NA 3566 675 1744 NA
1558429200.0 135.7 313 0 126 NA 702 0 209 NA 1200 332 1015 NA 1866 830 1934 NA
1558429200.0 135.8 149 NA NA NA 272 NA NA NA 510 NA NA NA 800 NA NA NA
1558429200.0 135.9 310 0 126 NA 687 0 206 NA 1163 306 1031 NA 2408 821 1916 NA
1558429200.0 136.729 NA 78 345 0 NA 156 515 0 NA 601 8418 1050 NA 1553 4539 1317
1558429200.0 136.733 NA 169 65 0 NA 294 125 0 NA 1116 624 433 NA 1681 1076 1039
1558429200.0 136.7611 NA 177 0 NA NA 288 0 NA NA 7780 184 NA NA 8960 378 NA
1558429200.0 136.7721 NA 174 0 NA NA 279 0 NA NA 7342 174 NA NA 9173 315 NA
1558429200.0 136.7722 NA 171 0 NA NA 284 0 NA NA 8265 169 NA NA 9392 350 NA
1558429200.0 136.7801 NA 115 0 NA NA 182 0 NA NA 509 278 NA NA 2386 852 NA
1558429200.0 136.7802 NA 75 0 NA NA 134 0 NA NA 369 193 NA NA 1870 960 NA
1558429200.0 136.7803 NA 107 0 NA NA 188 0 NA NA 768 258 NA NA 2864 888 NA
1558429200.0 136.791 NA 104 343 0 NA 183 506 0 NA 851 4104 1443 NA 1717 6884 2398
1558429200.0 136.7952 NA 198 0 NA NA 299 0 NA NA 2960 109 NA NA 2449 361 NA
1558429200.0 136.803 NA 105 330 0 NA 187 521 0 NA 753 3274 1248 NA 1242 2916 1684
1558429200.0 136.81 NA 111 402 0 NA 184 607 0 NA 731 16881 1590 NA 997 7064 4082
1558429200.0 136.815 NA 105 336 0 NA 184 481 0 NA 742 3424 1267 NA 1637 3266 1462
